¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
300416.SZ,À’ ‘ ‘—È,2015-01-22,N/A,7.5378,8.2189,7.5378,8.2189,12200,201529,N/A,N/A,16.5188,0.0777,259521000,N/A,1038084000,15700000,0,62800000,26.0882,3.907,4.0873,-246.1979,
300416.SZ,À’ ‘ ‘—È,2015-01-23,8.2189,9.0393,9.0393,9.0393,9.0393,3700,67266,0.8204,9.9819,18.18,0.0236,285426000,N/A,1141704000,15700000,0,62800000,28.6923,4.2969,4.4953,-270.773,
300416.SZ,À’ ‘ ‘—È,2015-01-26,9.0393,9.9443,9.9443,9.9443,9.9443,9400,188000,0.9049,10.011,20,0.0599,314000000,N/A,1256000000,15700000,0,62800000,31.5647,4.7271,4.9453,-297.8801,
300416.SZ,À’ ‘ ‘—È,2015-01-27,9.9443,10.9387,10.9387,10.9387,10.9387,9522,209484,0.9944,10,22,0.0606,345400000,N/A,1381600000,15700000,0,62800000,34.7212,5.1998,5.4398,-327.6681,
300416.SZ,À’ ‘ ‘—È,2015-01-28,10.9387,12.0326,12.0326,12.0326,12.0326,13250,320650,1.0939,10,24.2,0.0844,379940000,N/A,1519760000,15700000,0,62800000,38.1933,5.7198,5.9838,-360.4349,
300416.SZ,À’ ‘ ‘—È,2015-01-29,12.0326,13.2358,13.2358,13.2358,13.2358,39400,1048828,1.2033,10,26.62,0.251,417934000,N/A,1671736000,15700000,0,62800000,42.0126,6.2918,6.5822,-396.4784,
300416.SZ,À’ ‘ ‘—È,2015-01-30,13.2358,14.5584,14.5584,14.5584,14.5584,44850,1313208,1.3226,9.9925,29.28,0.2857,459696000,N/A,1838784000,15700000,0,62800000,46.2107,6.9205,7.2399,-436.0964,
300416.SZ,À’ ‘ ‘—È,2015-02-02,14.5584,16.0152,16.0152,16.0152,16.0152,112750,3631677.5,1.4568,10.0068,32.21,0.7182,505697000,N/A,2022788000,15700000,0,62800000,50.835,7.613,7.9644,-479.7358,
300416.SZ,À’ ‘ ‘—È,2015-02-03,16.0152,17.6163,17.6163,17.6163,17.6163,105750,3746722.5,1.601,9.9969,35.43,0.6736,556251000,N/A,2225004000,15700000,0,62800000,55.9169,8.3741,8.7606,-527.6945,
300416.SZ,À’ ‘ ‘—È,2015-02-04,17.6163,19.3764,19.3764,19.3764,19.3764,94391,3678417.3,1.7601,9.9915,38.97,0.6012,611829000,N/A,2447316000,15700000,0,62800000,61.5038,9.2108,9.6359,-580.4193,
300416.SZ,À’ ‘ ‘—È,2015-02-05,19.3764,21.3155,21.3155,21.3155,21.3155,116525,4995426.8,1.9391,10.0077,42.87,0.7422,673059000,N/A,2692236000,15700000,0,62800000,67.6589,10.1326,10.6002,-638.5059,
