����,���,����,ǰ���̼�(Ԫ),���̼�(Ԫ),��߼�(Ԫ),��ͼ�(Ԫ),���̼�(Ԫ),�ɽ���(��),�ɽ����(Ԫ),�ǵ�(Ԫ),�ǵ���(%),����(Ԫ),������(%),A����ͨ��ֵ(Ԫ),B����ͨ��ֵ(Ԫ),����ֵ(Ԫ),A����ͨ�ɱ�(��),B����ͨ�ɱ�(��),�ܹɱ�(��),��ӯ��,�о���,������,������,
000511.SZ,*STϩ̼,1993-06-03,1.0654,1.0746,1.0838,1.0377,1.0777,674400,11643000,0.0123,1.1561,17.2642,4.351,271250000,N/A,963380302.5,15500000,0,55050303,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-06-04,1.0777,1.0777,1.0838,1.0284,1.0531,308100,5290000,-0.0246,-2.2857,17.1698,1.9877,265050000,N/A,941360181.3,15500000,0,55050303,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-06-07,1.0531,1.0531,1.0654,1.0192,1.0223,239600,4029000,-0.0308,-2.924,16.8155,1.5458,257300000,N/A,913835029.8,15500000,0,55050303,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-06-08,1.0223,1.0161,1.0623,1.0161,1.0315,526800,8929000,0.0092,0.9036,16.9495,3.3987,259625000,N/A,922092575.25,15500000,0,55050303,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-06-09,1.0315,1.0284,1.0346,0.9699,1.0253,344200,5670000,-0.0062,-0.597,16.473,2.2206,258075000,N/A,916587544.95,15500000,0,55050303,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-06-10,1.0253,1.0253,1.0469,1.0161,1.0284,127900,2140000,0.0031,0.3003,16.7318,0.8252,258850000,N/A,919340060.1,15500000,0,55050303,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-06-11,1.0284,1.0253,1.0253,0.9915,1.013,210900,3464000,-0.0154,-1.497,16.4248,1.3606,254975000,N/A,905577484.35,15500000,0,55050303,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-06-14,1.013,1.0161,1.0161,0.9607,0.9884,147000,2348000,-0.0246,-2.4316,15.9728,0.9484,248775000,N/A,883557363.15,15500000,0,55050303,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-06-15,0.9884,0.9976,1.0223,0.9792,1.0161,159500,2613000,0.0277,2.8037,16.3824,1.029,255750000,N/A,908329999.5,15500000,0,55050303,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-06-16,1.0161,1.0253,1.0253,0.973,0.9976,109400,1780000,-0.0185,-1.8182,16.2706,0.7058,251100000,N/A,891814908.6,15500000,0,55050303,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-06-17,0.9976,0.9915,0.9976,0.9792,0.9853,173300,2775000,-0.0123,-1.2346,16.0127,1.1181,248000000,N/A,880804848,15500000,0,55050303,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-06-18,0.9853,0.9853,1.05,0.9792,1.0407,519500,8614000,0.0554,5.625,16.5813,3.3516,261950000,N/A,930350120.7,15500000,0,55050303,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-06-21,1.0407,1.0407,1.0531,0.9976,0.9976,321700,5329000,-0.0431,-4.142,16.5651,2.0755,251100000,N/A,891814908.6,15500000,0,55050303,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-06-22,0.9976,0.9853,1.0038,0.9792,1.0007,248200,4006000,0.0031,0.3086,16.1402,1.6013,251875000,N/A,894567423.75,15500000,0,55050303,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-06-23,1.0007,1.0099,1.0161,0.9946,1.013,446700,7315000,0.0123,1.2308,16.3756,2.8819,254975000,N/A,905577484.35,15500000,0,55050303,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-06-24,1.013,1.0223,1.0346,1.0069,1.0284,503800,8371000,0.0154,1.5198,16.6157,3.2503,258850000,N/A,919340060.1,15500000,0,55050303,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-06-25,1.0284,1.0346,1.0346,0.9884,1.0007,393000,6426000,-0.0277,-2.6946,16.3511,2.5355,251875000,N/A,894567423.75,15500000,0,55050303,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-06-28,1.0007,1.0007,1.0007,0.9668,0.9884,159300,2554000,-0.0123,-1.2308,16.0326,1.0277,248775000,N/A,883557363.15,15500000,0,55050303,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-06-29,0.9884,0.9884,1.0007,0.9853,0.9884,139700,2243000,0,0,16.0558,0.9013,248775000,N/A,883557363.15,15500000,0,55050303,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-06-30,0.9884,0.9853,1.0007,0.9761,0.9761,282300,4516000,-0.0123,-1.2461,15.9972,1.8213,245675000,N/A,872547302.55,15500000,0,55050303,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-07-01,0.9761,0.973,0.9761,0.9484,0.9576,317800,4955000,-0.0185,-1.8927,15.5916,1.2061,409742500,N/A,1291738500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-07-02,0.9576,0.9576,0.9946,0.9422,0.9884,365600,5703000,0.0308,3.2154,15.599,1.3875,422917500,N/A,1333273500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-07-05,0.9884,0.9976,1.0469,0.9668,0.9853,1093500,17993000,-0.0031,-0.3115,16.4545,4.1499,421600000,N/A,1329120000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-07-06,0.9853,0.9853,0.9915,0.9607,0.9607,527800,8297000,-0.0246,-2.5,15.72,2.003,411060000,N/A,1295892000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-07-07,0.9607,0.9607,0.973,0.9299,0.9638,586500,9103000,0.0031,0.3205,15.5209,2.2258,412377500,N/A,1300045500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-07-08,0.9638,0.9607,0.9853,0.9607,0.9699,459900,7226000,0.0062,0.639,15.7121,1.7454,415012500,N/A,1308352500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-07-09,0.9699,0.9668,0.973,0.9453,0.9607,636900,9978000,-0.0092,-0.9524,15.6665,2.4171,411060000,N/A,1295892000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-07-12,0.9607,0.7464,0.7759,0.7242,0.7649,542400,5516000,-0.1958,-20.3846,10.1696,2.0584,272722500,N/A,859774500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-07-13,0.7649,0.7759,0.7759,0.7538,0.7612,252000,2591000,-0.0037,-0.4831,10.2817,0.9564,271405000,N/A,855621000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-07-14,0.7612,0.7575,0.7759,0.7538,0.7538,217800,2252000,-0.0074,-0.9709,10.3398,0.8266,268770000,N/A,847314000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-07-15,0.7538,0.7538,0.7538,0.7168,0.7242,323400,3207000,-0.0296,-3.9216,9.9165,1.2273,258230000,N/A,814086000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-07-16,0.7242,0.7353,0.739,0.7094,0.7131,368900,3596000,-0.0111,-1.5306,9.7479,1.4,254277500,N/A,801625500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-07-19,0.7131,0.7057,0.7094,0.6503,0.654,429200,3907000,-0.0591,-8.2902,9.103,1.6288,233197500,N/A,735169500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-07-20,0.654,0.654,0.6577,0.5653,0.6577,563900,4633000,0.0037,0.565,8.216,2.14,234515000,N/A,739323000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-07-21,0.6577,0.7381,0.7547,0.6635,0.6967,1011200,8793000,0.039,5.9268,8.6956,3.8376,221340000,N/A,697788000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-07-22,0.6967,0.6842,0.7216,0.6635,0.7091,440400,3714000,0.0124,1.7857,8.4332,1.6713,225292500,N/A,710248500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-07-23,0.7091,0.7133,0.7381,0.6967,0.734,664100,5775000,0.0249,3.5088,8.696,2.5203,233197500,N/A,735169500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-07-26,0.734,0.7464,0.7464,0.705,0.7216,418000,3645000,-0.0124,-1.6949,8.7201,1.5863,229245000,N/A,722709000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-07-27,0.7216,0.7216,0.7464,0.7133,0.7423,616400,5464000,0.0207,2.8736,8.8644,2.3393,235832500,N/A,743476500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-07-28,0.7423,0.7547,0.7838,0.7423,0.7589,961700,8855000,0.0166,2.2346,9.2077,3.6497,241102500,N/A,760090500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-07-29,0.7589,0.763,0.7672,0.7133,0.763,641900,5748000,0.0041,0.5464,8.9547,2.4361,242420000,N/A,764244000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-07-30,0.763,0.7755,0.846,0.7713,0.8377,2144100,21118000,0.0746,9.7826,9.8494,8.137,266135000,N/A,839007000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-08-02,0.8377,0.846,0.8708,0.8211,0.8252,1498100,15216000,-0.0124,-1.4851,10.1569,5.6854,262182500,N/A,826546500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-08-03,0.8252,0.8128,0.8252,0.7921,0.7962,603500,5891000,-0.029,-3.5176,9.7614,2.2903,252960000,N/A,797472000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-08-04,0.7962,0.7838,0.8294,0.7796,0.8211,445300,4309000,0.0249,3.125,9.6766,1.6899,260865000,N/A,822393000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-08-05,0.8211,0.8294,0.8543,0.8045,0.8501,956000,9577000,0.029,3.5354,10.0178,3.6281,270087500,N/A,851467500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-08-06,0.8501,0.8501,0.8543,0.8169,0.8294,923500,9294000,-0.0207,-2.439,10.0639,3.5047,263500000,N/A,830700000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-08-09,0.8294,0.8294,0.8708,0.8211,0.8708,2830800,27337000,0.0415,5,9.657,10.7431,276675000,N/A,872235000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-08-10,0.8708,0.8833,0.8999,0.8501,0.8667,2354800,25050000,-0.0041,-0.4762,10.6378,8.9366,275357500,N/A,868081500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-08-11,0.8667,0.8626,0.9289,0.8584,0.9206,2079700,22526000,0.0539,6.2201,10.8314,7.8926,292485000,N/A,922077000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-08-12,0.9206,0.9331,0.9621,0.9248,0.9413,2461700,27861000,0.0207,2.2523,11.3178,9.3423,299072500,N/A,942844500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-08-13,0.9413,0.9538,0.9704,0.9496,0.9662,2089100,24189000,0.0249,2.6432,11.5787,7.9283,306977500,N/A,967765500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-08-16,0.9662,0.9787,1.1197,0.9787,1.1114,3172700,40777000,0.1451,15.0215,12.8525,12.0406,353090000,N/A,1113138000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-08-17,1.1114,1.1238,1.186,0.9579,0.9621,3129000,42091000,-0.1493,-13.4328,13.4519,11.8748,305660000,N/A,963612000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-08-18,0.9621,0.9496,1.0699,0.9289,0.987,2127000,25371000,0.0249,2.5862,11.9281,8.0721,313565000,N/A,988533000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-08-19,0.987,0.9994,1.016,0.9372,0.9704,1050500,12399000,-0.0166,-1.6807,11.803,3.9867,308295000,N/A,971919000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-08-20,0.9704,0.9579,0.9579,0.8957,0.9248,1143100,12776000,-0.0456,-4.7009,11.1766,4.3381,293802500,N/A,926230500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-08-23,0.9248,0.9123,0.9123,0.8211,0.8294,1560900,15941000,-0.0954,-10.3139,10.2127,5.9237,263500000,N/A,830700000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-08-24,0.8294,0.8169,0.987,0.7962,0.9828,2215600,23924000,0.1534,18.5,10.798,8.4083,312247500,N/A,984379500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-08-25,0.9828,0.9828,0.9828,0.904,0.9248,1744700,19855000,-0.0581,-5.9072,11.3802,6.6213,293802500,N/A,926230500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-08-26,0.9248,0.9123,0.9538,0.8708,0.9165,777800,8712000,-0.0083,-0.8969,11.2008,2.9518,291167500,N/A,917923500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-08-27,0.9165,0.9082,0.9372,0.8708,0.8791,1369300,14658000,-0.0373,-4.0724,10.7047,5.1966,279310000,N/A,880542000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-08-30,0.8791,0.8667,0.9248,0.846,0.9082,1305800,13906000,0.029,3.3019,10.6494,4.9556,288532500,N/A,909616500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-08-31,0.9082,0.904,0.9206,0.8957,0.904,964700,10601000,-0.0041,-0.4566,10.9889,3.6611,287215000,N/A,905463000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-09-01,0.904,0.904,0.9123,0.8667,0.8708,575800,6129000,-0.0332,-3.6697,10.6443,2.1852,276675000,N/A,872235000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-09-02,0.8708,0.8626,0.8916,0.8584,0.8708,409000,4290000,0,0,10.489,1.5522,276675000,N/A,872235000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-09-03,0.8708,0.8708,0.9082,0.8708,0.9082,433000,4606000,0.0373,4.2857,10.6374,1.6433,288532500,N/A,909616500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-09-06,0.9082,0.9206,0.9248,0.8791,0.8833,853300,9221000,-0.0249,-2.7397,10.8063,3.2383,280627500,N/A,884695500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-09-07,0.8833,0.8833,0.8957,0.875,0.8791,321300,3417000,-0.0041,-0.4695,10.6349,1.2194,279310000,N/A,880542000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-09-08,0.8791,0.8791,0.8874,0.8626,0.8708,425400,4452000,-0.0083,-0.9434,10.4654,1.6144,276675000,N/A,872235000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-09-09,0.8708,0.8708,0.8833,0.8626,0.8667,358300,3751000,-0.0041,-0.4762,10.4689,1.3598,275357500,N/A,868081500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-09-10,0.8667,0.8667,0.8708,0.8335,0.8418,628600,6444000,-0.0249,-2.8708,10.2514,2.3856,267452500,N/A,843160500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-09-13,0.8418,0.8294,0.8294,0.7962,0.7962,994200,9755000,-0.0456,-5.4187,9.8119,3.7731,252960000,N/A,797472000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-09-14,0.7962,0.7879,0.8252,0.7838,0.8045,810000,7866000,0.0083,1.0417,9.7111,3.074,255595000,N/A,805779000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-09-15,0.8045,0.8086,0.8128,0.7838,0.7838,594800,5695000,-0.0207,-2.5773,9.5746,2.2573,249007500,N/A,785011500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-09-16,0.7838,0.7796,0.8004,0.763,0.7672,731400,6835000,-0.0166,-2.1164,9.3451,2.7757,243737500,N/A,768397500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-09-20,0.7672,0.7547,0.846,0.7464,0.8377,2602500,25263000,0.0705,9.1892,9.7072,9.8767,266135000,N/A,839007000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-09-21,0.8377,0.8294,0.8584,0.8086,0.8128,2874500,28949000,-0.0249,-2.9703,10.071,10.9089,258230000,N/A,814086000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-09-22,0.8128,0.8128,0.8418,0.8128,0.8335,694600,6926000,0.0207,2.551,9.9712,2.6361,264817500,N/A,834853500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-09-23,0.8335,0.846,0.8626,0.8294,0.8335,1796700,18369000,0,0,10.2237,6.8186,264817500,N/A,834853500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-09-24,0.8335,0.8128,0.8128,0.7464,0.7879,1423900,13502000,-0.0456,-5.4726,9.4824,5.4038,250325000,N/A,789165000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-09-27,0.7879,0.7879,0.8045,0.7796,0.7921,288600,2757000,0.0041,0.5263,9.553,1.0953,251642500,N/A,793318500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-09-28,0.7921,0.7921,0.8045,0.7879,0.8045,205500,1977000,0.0124,1.5707,9.6204,0.7799,255595000,N/A,805779000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-09-29,0.8045,0.8128,0.846,0.8128,0.8335,776500,7726000,0.029,3.6082,9.9498,2.9469,264817500,N/A,834853500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-09-30,0.8335,0.8418,0.846,0.8169,0.8294,405200,4052000,-0.0041,-0.4975,10,1.5378,263500000,N/A,830700000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-10-04,0.8294,0.8418,0.8543,0.8377,0.8543,803000,8198000,0.0249,3,10.2092,3.0474,271405000,N/A,855621000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-10-05,0.8543,0.8626,0.8833,0.8418,0.846,1599400,16702000,-0.0083,-0.9709,10.4427,6.0698,268770000,N/A,847314000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-10-06,0.846,0.8418,0.8584,0.8294,0.8377,439900,4457000,-0.0083,-0.9804,10.1318,1.6694,266135000,N/A,839007000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-10-07,0.8377,0.8377,0.8543,0.8377,0.8418,299500,3047000,0.0041,0.495,10.1736,1.1366,267452500,N/A,843160500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-10-08,0.8418,0.8418,0.8501,0.8294,0.8335,258200,2603000,-0.0083,-0.9852,10.0813,0.9799,264817500,N/A,834853500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-10-11,0.8335,0.8418,0.8501,0.8294,0.8335,258200,2603000,0,0,10.0813,0.9799,264817500,N/A,834853500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-10-12,0.8335,0.8128,0.8294,0.8128,0.8252,284100,2811000,-0.0083,-0.995,9.8944,1.0782,262182500,N/A,826546500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-10-13,0.8252,0.8252,0.8294,0.8128,0.8128,275400,2717000,-0.0124,-1.5075,9.8656,1.0452,258230000,N/A,814086000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-10-14,0.8128,0.8128,0.8128,0.8004,0.8045,281300,2731000,-0.0083,-1.0204,9.7085,1.0676,255595000,N/A,805779000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-10-15,0.8045,0.8045,0.8211,0.8045,0.8169,198300,1945000,0.0124,1.5464,9.8084,0.7526,259547500,N/A,818239500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-10-18,0.8169,0.8086,0.8086,0.7879,0.7879,357500,3423000,-0.029,-3.5533,9.5748,1.3567,250325000,N/A,789165000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-10-19,0.7879,0.7879,0.8086,0.7755,0.7921,485300,4620000,0.0041,0.5263,9.5199,1.8417,251642500,N/A,793318500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-10-20,0.7921,0.7879,0.7962,0.7879,0.7921,174600,1662000,0,0,9.5189,0.6626,251642500,N/A,793318500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-10-21,0.7921,0.7879,0.7921,0.7713,0.7755,163600,1544000,-0.0166,-2.0942,9.4377,0.6209,246372500,N/A,776704500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-10-22,0.7755,0.7713,0.7755,0.7672,0.7713,308700,2865000,-0.0041,-0.5348,9.2809,1.1715,245055000,N/A,772551000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-10-25,0.7713,0.763,0.763,0.734,0.7464,399200,3591000,-0.0249,-3.2258,8.9955,1.515,237150000,N/A,747630000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-10-26,0.7464,0.7464,0.7464,0.7299,0.7464,348700,3085000,0,0,8.8471,1.3233,237150000,N/A,747630000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-10-27,0.7464,0.7547,0.763,0.7299,0.7506,380300,3445000,0.0041,0.5556,9.0586,1.4433,238467500,N/A,751783500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-10-28,0.7506,0.7464,0.763,0.7299,0.763,332600,3008000,0.0124,1.6575,9.0439,1.2622,242420000,N/A,764244000,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-10-29,0.763,0.7755,0.7796,0.7423,0.7423,374700,3454000,-0.0207,-2.7174,9.218,1.422,235832500,N/A,743476500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-11-01,0.7423,0.734,0.7381,0.7257,0.7257,282500,2493000,-0.0166,-2.2346,8.8248,1.0721,230562500,N/A,726862500,26350000,0,83070000,N/A,N/A,N/A,N/A,
000511.SZ,*STϩ̼,1993-11-02,0.7257,0.7257,0.7506,0.7216,0.7299,209600,1843000,0.0041,0.5714,8.7929,0.7954,231880000,N/A,731016000,26350000,0,83070000,N/A,N/A,N/A,N/A,
