����,���,����,ǰ���̼�(Ԫ),���̼�(Ԫ),��߼�(Ԫ),��ͼ�(Ԫ),���̼�(Ԫ),�ɽ���(��),�ɽ����(Ԫ),�ǵ�(Ԫ),�ǵ���(%),����(Ԫ),������(%),A����ͨ��ֵ(Ԫ),B����ͨ��ֵ(Ԫ),����ֵ(Ԫ),A����ͨ�ɱ�(��),B����ͨ�ɱ�(��),�ܹɱ�(��),��ӯ��,�о���,������,������,
000726.SZ,³̩A,2001-01-18,2.6567,2.6567,2.6824,2.6507,2.6718,227537,4030901.3,0.0151,0.5682,17.7154,0.4551,885000000,381888000,3686910000,50000000,80000000,208300000,42.6178,3.0444,7.5874,6.2309,
000726.SZ,³̩A,2001-01-19,2.6718,2.6763,2.7095,2.6703,2.6869,705450,12522706.7,0.0151,0.565,17.7514,1.4109,890000000,393731840,3707740000,50000000,80000000,208300000,42.8586,3.0616,7.6302,6.2661,
000726.SZ,³̩A,2001-02-05,2.6869,2.6869,2.6869,2.551,2.5737,1149776,19778447.6,-0.1132,-4.2135,17.202,2.2996,852500000,385209920,3551515000,50000000,80000000,208300000,41.0528,2.9326,7.3087,6.0021,
000726.SZ,³̩A,2001-02-06,2.5737,2.5737,2.5737,2.5359,2.5661,382050,6469854.5,-0.0075,-0.2933,16.9346,0.7641,850000000,380967520,3541100000,50000000,80000000,208300000,40.9324,2.924,7.2873,5.9845,
000726.SZ,³̩A,2001-02-07,2.5661,2.5737,2.5903,2.5435,2.548,177400,3007275,-0.0181,-0.7059,16.9519,0.3548,844000000,385209920,3516104000,50000000,80000000,208300000,40.6434,2.9033,7.2358,5.9422,
000726.SZ,³̩A,2001-02-08,2.548,2.5495,2.5691,2.4152,2.4348,896950,14690520.3,-0.1132,-4.4431,16.3783,1.7939,806500000,363929280,3359879000,50000000,80000000,208300000,38.8376,2.7743,6.9143,5.6782,
000726.SZ,³̩A,2001-02-09,2.4348,2.4876,2.5027,2.4152,2.4756,526615,8581595.7,0.0408,1.6739,16.2958,1.0532,820000000,367357200,3416120000,50000000,80000000,208300000,39.4877,2.8208,7.0301,5.7733,
000726.SZ,³̩A,2001-02-12,2.4756,2.474,2.4831,2.4454,2.4756,198740,3246696.7,0,0,16.3364,0.3975,820000000,360604000,3416120000,50000000,80000000,208300000,39.4877,2.8208,7.0301,5.7733,
000726.SZ,³̩A,2001-02-13,2.4756,2.4786,2.4861,2.4529,2.4635,208621,3415864.7,-0.0121,-0.4878,16.3735,0.4172,816000000,361452480,3399456000,50000000,80000000,208300000,39.2951,2.807,6.9958,5.7451,
000726.SZ,³̩A,2001-02-14,2.4635,2.4635,2.4665,2.4408,2.4454,288450,4681529.8,-0.0181,-0.7353,16.23,0.5769,810000000,367495760,3374460000,50000000,80000000,208300000,39.0061,2.7864,6.9444,5.7029,
000726.SZ,³̩A,2001-02-15,2.4454,2.4529,2.4846,2.4303,2.465,514541,8345952.8,0.0196,0.8025,16.2202,1.0291,816500000,368275040,3401539000,50000000,80000000,208300000,39.3191,2.8087,7.0001,5.7486,
000726.SZ,³̩A,2001-02-16,2.465,2.4484,2.4605,2.4001,2.4499,339219,5448116,-0.0151,-0.6124,16.0608,0.6784,811500000,371809440,3380709000,50000000,80000000,208300000,39.0784,2.7915,6.9572,5.7134,
000726.SZ,³̩A,2001-02-19,2.4499,2.4499,2.5208,2.4257,2.5073,465610,7612993.6,0.0574,2.3413,16.3506,0.9312,830500000,377751600,3459863000,50000000,80000000,208300000,39.9933,2.8569,7.1201,5.8472,
000726.SZ,³̩A,2001-02-20,2.5073,2.5299,2.5359,2.385,2.4001,2804371,45055757.3,-0.1072,-4.2745,16.0663,5.6087,795000000,377644800,3311970000,50000000,80000000,208300000,38.2838,2.7348,6.8158,5.5972,
000726.SZ,³̩A,2001-02-21,2.4001,2.3412,2.382,2.1601,2.1963,4145766,61374218.5,-0.2038,-8.4906,14.8041,8.2915,727500000,378285600,3030765000,50000000,80000000,208300000,35.0333,2.5026,6.2371,5.122,
000726.SZ,³̩A,2001-02-22,2.1963,2.1948,2.2491,2.1616,2.2265,989600,14491653.9,0.0302,1.3746,14.644,1.9792,737500000,377929600,3072425000,50000000,80000000,208300000,35.5148,2.537,6.3228,5.1924,
000726.SZ,³̩A,2001-02-23,2.2265,2.2189,2.3095,2.2189,2.3065,861021,12926876.5,0.08,3.5932,15.0134,1.722,764000000,377644800,3182824000,50000000,80000000,208300000,36.791,2.6281,6.55,5.379,
000726.SZ,³̩A,2001-02-26,2.3065,2.308,2.3095,2.2657,2.302,658739,9995268.7,-0.0045,-0.1963,15.1733,1.3175,762500000,377680400,3176575000,50000000,80000000,208300000,36.7187,2.623,6.5371,5.3684,
000726.SZ,³̩A,2001-02-27,2.302,2.302,2.4137,2.3005,2.4076,1850181,28987910.2,0.1057,4.5902,15.6676,3.7004,797500000,377609200,3322385000,50000000,80000000,208300000,38.4042,2.7434,6.8372,5.6148,
000726.SZ,³̩A,2001-02-28,2.4076,2.4137,2.4227,2.3548,2.3608,678750,10674214.5,-0.0468,-1.9436,15.7263,1.3575,782000000,416029600,3257812000,50000000,80000000,208300000,37.6578,2.6901,6.7043,5.5057,
000726.SZ,³̩A,2001-03-01,2.3608,2.3578,2.3774,2.3412,2.3654,378369,5912434.5,0.0045,0.1918,15.6261,0.7567,783500000,457589440,3264061000,50000000,80000000,208300000,37.73,2.6952,6.7172,5.5163,
000726.SZ,³̩A,2001-03-02,2.3654,2.3639,2.4001,2.3623,2.3684,605283,9535788.4,0.003,0.1276,15.7543,1.2106,784500000,503338400,3268227000,50000000,80000000,208300000,37.7782,2.6987,6.7257,5.5233,
000726.SZ,³̩A,2001-03-05,2.3684,2.3684,2.3714,2.3095,2.3216,437020,6736363.9,-0.0468,-1.9758,15.4143,0.874,769000000,553574080,3203654000,50000000,80000000,208300000,37.0317,2.6453,6.5929,5.4142,
000726.SZ,³̩A,2001-03-06,2.3216,2.3095,2.3382,2.3035,2.314,293700,4501220,-0.0075,-0.3251,15.3259,0.5874,766500000,608704320,3193239000,50000000,80000000,208300000,36.9114,2.6367,6.5714,5.3966,
000726.SZ,³̩A,2001-03-07,2.314,2.3397,2.385,2.3322,2.3367,476500,7429697.8,0.0226,0.9785,15.5922,0.953,774000000,566363040,3224484000,50000000,80000000,208300000,37.2725,2.6625,6.6357,5.4494,
000726.SZ,³̩A,2001-03-08,2.3367,2.3397,2.3699,2.3367,2.3533,263481,4103798,0.0166,0.7106,15.5753,0.527,779500000,623136640,3247397000,50000000,80000000,208300000,37.5374,2.6815,6.6829,5.4881,
000726.SZ,³̩A,2001-03-09,2.3533,2.3623,2.388,2.2642,2.3865,410461,6423543.3,0.0332,1.4112,15.6496,0.8209,790500000,678191200,3293223000,50000000,80000000,208300000,38.0671,2.7193,6.7772,5.5656,
000726.SZ,³̩A,2001-03-12,2.3865,2.385,2.4016,2.3699,2.3744,263566,4170337.6,-0.0121,-0.506,15.8227,0.5271,786500000,710780400,3276559000,50000000,80000000,208300000,37.8745,2.7055,6.7429,5.5374,
000726.SZ,³̩A,2001-03-13,2.3744,2.3699,2.4001,2.3548,2.385,365035,5743878.9,0.0106,0.445,15.7351,0.7301,790000000,680930080,3291140000,50000000,80000000,208300000,38.043,2.7176,6.7729,5.562,
000726.SZ,³̩A,2001-03-14,2.385,2.388,2.4137,2.3805,2.4076,393633,6261260.8,0.0226,0.9494,15.9063,0.7873,797500000,691967600,3322385000,50000000,80000000,208300000,38.4042,2.7434,6.8372,5.6148,
000726.SZ,³̩A,2001-03-15,2.4076,2.4122,2.4152,2.382,2.3971,299516,4752553.8,-0.0106,-0.4389,15.8674,0.599,794000000,727353040,3307804000,50000000,80000000,208300000,38.2356,2.7313,6.8072,5.5902,
000726.SZ,³̩A,2001-03-16,2.3971,2.4001,2.5254,2.385,2.5042,2126537,34857021,0.1072,4.471,16.3914,4.2531,829500000,800795600,3455697000,50000000,80000000,208300000,39.9452,2.8535,7.1115,5.8401,
000726.SZ,³̩A,2001-03-19,2.5042,2.5027,2.551,2.4756,2.5374,1273581,21265398.3,0.0332,1.3261,16.6973,2.5472,840500000,880371520,3501523000,50000000,80000000,208300000,40.4749,2.8913,7.2058,5.9176,
000726.SZ,³̩A,2001-03-20,2.5374,2.5661,2.5888,2.5359,2.5359,1189098,20153061.2,-0.0015,-0.0595,16.9482,2.3782,840000000,961962320,3499440000,50000000,80000000,208300000,40.4508,2.8896,7.2016,5.9141,
000726.SZ,³̩A,2001-03-21,2.5359,2.551,2.5571,2.5148,2.5435,963624,16165061.6,0.0075,0.2976,16.7753,1.9272,842500000,984886400,3509855000,50000000,80000000,208300000,40.5712,2.8982,7.223,5.9317,
000726.SZ,³̩A,2001-03-22,2.5435,2.5435,2.5797,2.5314,2.5691,902501,15283753.9,0.0257,1.0089,16.9349,1.805,851000000,1081575040,3545266000,50000000,80000000,208300000,40.9805,2.9274,7.2959,5.9915,
000726.SZ,³̩A,2001-03-23,2.5691,2.5782,2.5782,2.4906,2.4922,933972,15643011.8,-0.077,-2.9965,16.7489,1.8679,825500000,974032400,3439033000,50000000,80000000,208300000,39.7525,2.8397,7.0772,5.812,
000726.SZ,³̩A,2001-03-26,2.4922,2.4922,2.548,2.4906,2.542,543132,9096558.7,0.0498,1.9988,16.7483,1.0863,842000000,990923040,3507772000,50000000,80000000,208300000,40.5471,2.8965,7.2187,5.9282,
000726.SZ,³̩A,2001-03-27,2.542,2.5631,2.5767,2.545,2.5661,582238,9883158.5,0.0242,0.9501,16.9744,1.1645,850000000,1039878000,3541100000,50000000,80000000,208300000,40.9324,2.924,7.2873,5.9845,
000726.SZ,³̩A,2001-03-28,2.5661,2.5737,2.625,2.5737,2.5963,895313,15425839.7,0.0302,1.1765,17.2295,1.7906,860000000,984886400,3582760000,50000000,80000000,208300000,41.4139,2.9584,7.373,6.0549,
000726.SZ,³̩A,2001-03-29,2.5963,2.6084,2.6114,2.5586,2.5707,689588,11787634.1,-0.0257,-0.9884,17.0937,1.3792,851500000,923929600,3547349000,50000000,80000000,208300000,41.0046,2.9291,7.3001,5.995,
000726.SZ,³̩A,2001-03-30,2.5707,2.5752,2.6235,2.5661,2.6144,573039,9857765.3,0.0438,1.7029,17.2026,1.1461,866000000,997716000,3607756000,50000000,80000000,208300000,41.7029,2.979,7.4245,6.0971,
000726.SZ,³̩A,2001-04-02,2.6144,2.6235,2.699,2.619,2.6733,1816252,32103362.3,0.0589,2.2517,17.6756,3.6325,885500000,1024038720,3688993000,50000000,80000000,208300000,42.6419,3.0461,7.5916,6.2344,
000726.SZ,³̩A,2001-04-03,2.6733,2.6733,2.6944,2.6416,2.6673,830600,14683391.5,-0.006,-0.2259,17.6781,1.6612,883500000,986305600,3680661000,50000000,80000000,208300000,42.5456,3.0392,7.5745,6.2203,
000726.SZ,³̩A,2001-04-04,2.6673,2.6642,2.6824,2.5873,2.5963,680169,11871162.9,-0.0709,-2.6599,17.4533,1.3603,860000000,980641200,3582760000,50000000,80000000,208300000,41.4139,2.9584,7.373,6.0549,
000726.SZ,³̩A,2001-04-05,2.5963,2.5963,2.6718,2.5812,2.6673,665407,11587280.2,0.0709,2.7326,17.4138,1.3308,883500000,1035633600,3680661000,50000000,80000000,208300000,42.5456,3.0392,7.5745,6.2203,
000726.SZ,³̩A,2001-04-06,2.6673,2.6673,2.702,2.6446,2.6778,1028414,18232079.6,0.0106,0.3962,17.7283,2.0568,887000000,1025447040,3695242000,50000000,80000000,208300000,42.7141,3.0513,7.6045,6.245,
000726.SZ,³̩A,2001-04-09,2.6778,2.6869,2.702,2.6431,2.6854,890927,15853627.6,0.0075,0.2818,17.7945,1.7819,889500000,1050814400,3705657000,50000000,80000000,208300000,42.8345,3.0599,7.6259,6.2626,
000726.SZ,³̩A,2001-04-10,2.6854,2.6869,2.6974,2.6567,2.6808,464046,8249109.6,-0.0045,-0.1686,17.7765,0.9281,888000000,1052313600,3699408000,50000000,80000000,208300000,42.7623,3.0547,7.6131,6.252,
000726.SZ,³̩A,2001-04-11,2.6808,2.6944,2.6944,2.6401,2.6476,634480,11169047.9,-0.0332,-1.2387,17.6035,1.269,877000000,1046373120,3653582000,50000000,80000000,208300000,42.2326,3.0169,7.5188,6.1746,
000726.SZ,³̩A,2001-04-12,2.6476,2.6567,2.6642,2.6114,2.6295,820830,14345300.7,-0.0181,-0.6842,17.4766,1.6417,871000000,1051012480,3628586000,50000000,80000000,208300000,41.9436,2.9962,7.4673,6.1323,
000726.SZ,³̩A,2001-04-13,2.6295,2.6295,2.6446,2.619,2.6416,354417,6180709.5,0.0121,0.4592,17.4391,0.7088,875000000,1045425920,3645250000,50000000,80000000,208300000,42.1363,3.01,7.5016,6.1605,
000726.SZ,³̩A,2001-04-16,2.6416,2.6491,2.7095,2.6491,2.702,1048791,18713493.8,0.0604,2.2857,17.8429,2.0976,895000000,1075872640,3728570000,50000000,80000000,208300000,43.0994,3.0788,7.6731,6.3013,
000726.SZ,³̩A,2001-04-17,2.702,2.7095,2.7442,2.6854,2.7442,2185503,39203508.8,0.0423,1.5642,17.938,4.371,909000000,1114902720,3786894000,50000000,80000000,208300000,43.7735,3.1269,7.7931,6.3999,
000726.SZ,³̩A,2001-04-18,2.7442,2.7518,2.7608,2.6869,2.7171,1239597,22435756.6,-0.0272,-0.9901,18.0992,2.4792,900000000,1125933120,3749400000,50000000,80000000,208300000,43.3401,3.096,7.7159,6.3365,
000726.SZ,³̩A,2001-04-19,2.7171,2.7171,2.7744,2.711,2.7624,1671223,30414838.1,0.0453,1.6667,18.1992,3.3424,915000000,1125084000,3811890000,50000000,80000000,208300000,44.0625,3.1476,7.8445,6.4421,
000726.SZ,³̩A,2001-04-20,2.7624,2.7654,2.862,2.7624,2.7699,2060561,38454873.2,0.0075,0.2732,18.6623,4.1211,917500000,1130391680,3822305000,50000000,80000000,208300000,44.1829,3.1562,7.866,6.4597,
000726.SZ,³̩A,2001-04-23,2.7699,2.7729,2.8076,2.7246,2.7412,1002321,18310700.7,-0.0287,-1.0354,18.2683,2.0046,908000000,1113510960,3782728000,50000000,80000000,208300000,43.7254,3.1235,7.7845,6.3928,
000726.SZ,³̩A,2001-04-24,2.7412,2.7322,2.8273,2.7322,2.8137,828200,15266000,0.0725,2.6432,18.4327,1.6564,932000000,1176104160,3882712000,50000000,80000000,208300000,44.8811,3.2061,7.9903,6.5618,
000726.SZ,³̩A,2001-04-25,2.8137,2.8076,2.8242,2.6884,2.699,1430408,26058801.5,-0.1147,-4.0773,18.2177,2.8608,894000000,1149491840,3724404000,50000000,80000000,208300000,43.0512,3.0753,7.6645,6.2943,
000726.SZ,³̩A,2001-04-26,2.699,2.6869,2.7367,2.6793,2.6824,905456,16237650,-0.0166,-0.6152,17.9331,1.8109,888500000,1161486720,3701491000,50000000,80000000,208300000,42.7864,3.0564,7.6174,6.2555,
000726.SZ,³̩A,2001-04-27,2.6824,2.6763,2.7141,2.6763,2.6899,491752,8789025.4,0.0075,0.2814,17.8729,0.9835,891000000,1171454400,3711906000,50000000,80000000,208300000,42.9067,3.065,7.6388,6.2731,
000726.SZ,³̩A,2001-04-30,2.6899,2.6899,2.7201,2.6869,2.702,483000,8670000,0.0121,0.4489,17.9503,0.966,895000000,1195673600,3728570000,50000000,80000000,208300000,43.0994,3.0788,7.6731,6.3013,
000726.SZ,³̩A,2001-05-08,2.702,2.7171,2.7624,2.7095,2.7442,424115,7708076.5,0.0423,1.5642,18.1745,0.8482,909000000,1242643200,3786894000,50000000,80000000,208300000,43.7735,3.1269,7.7931,6.3999,
000726.SZ,³̩A,2001-05-09,2.7442,2.7548,2.788,2.7125,2.7473,563400,10256882.2,0.003,0.11,18.2053,1.1268,910000000,1254881120,3791060000,50000000,80000000,208300000,43.8217,3.1304,7.8017,6.4069,
000726.SZ,³̩A,2001-05-10,2.7473,2.7473,2.7473,2.7473,2.7473,N/A,N/A,0,0,N/A,N/A,910000000,1254644640,3791060000,50000000,80000000,208300000,43.8217,3.1304,7.8017,6.4069,
000726.SZ,³̩A,2001-05-11,2.7473,2.7548,2.791,2.7171,2.7714,492696,9038329,0.0242,0.8791,18.3446,0.9854,918000000,1303756800,3824388000,50000000,80000000,208300000,44.207,3.1579,7.8703,6.4632,
000726.SZ,³̩A,2001-05-14,2.7714,2.7775,2.7895,2.7518,2.7548,500833,9158974.7,-0.0166,-0.5991,18.2875,1.0017,912500000,1285932000,3801475000,50000000,80000000,208300000,43.9421,3.139,7.8231,6.4245,
000726.SZ,³̩A,2001-05-15,2.7548,2.7775,2.785,2.7442,2.7548,513101,9378034.8,0,0,18.2772,1.0262,912500000,1255375200,3801475000,50000000,80000000,208300000,43.9421,3.139,7.8231,6.4245,
000726.SZ,³̩A,2001-05-16,2.7548,2.7548,2.7699,2.7246,2.7458,578590,10497066.6,-0.0091,-0.3288,18.1425,1.1572,909500000,1271751600,3788977000,50000000,80000000,208300000,43.7976,3.1287,7.7974,6.4034,
000726.SZ,³̩A,2001-05-17,2.7458,2.7624,2.8182,2.7548,2.7865,1238754,22906345.3,0.0408,1.4843,18.4914,2.4775,923000000,1290538080,3845218000,50000000,80000000,208300000,44.4477,3.1751,7.9131,6.4984,
000726.SZ,³̩A,2001-05-18,2.7865,2.7925,2.8167,2.7714,2.8076,815656,15121762.6,0.0211,0.7584,18.5394,1.6313,930000000,1294420000,3874380000,50000000,80000000,208300000,44.7848,3.1992,7.9731,6.5477,
000726.SZ,³̩A,2001-05-21,2.8076,2.8378,2.9284,2.8378,2.9269,2471404,47516201,0.1192,4.2473,19.2264,4.9428,969500000,1353242240,4038937000,50000000,80000000,208300000,46.687,3.3351,8.3118,6.8258,
000726.SZ,³̩A,2001-05-22,2.9269,2.9435,2.9541,2.8861,2.8907,962550,18542505,-0.0362,-1.2378,19.2639,1.9251,957500000,1360162080,3988945000,50000000,80000000,208300000,46.1091,3.2938,8.2089,6.7413,
000726.SZ,³̩A,2001-05-23,2.8907,2.9058,2.9254,2.8197,2.8454,1307630,24795297.9,-0.0453,-1.5666,18.962,2.6153,942500000,1373430080,3926455000,50000000,80000000,208300000,45.3868,3.2422,8.0803,6.6357,
000726.SZ,³̩A,2001-05-24,2.8454,2.8552,2.9063,2.8277,2.8414,784480,11415824.9,-0.0039,-0.1382,14.5521,1.2069,939250000,1313701584,3912915500,65000000,104000000,270790000,45.2303,3.231,8.0525,6.6128,
000726.SZ,³̩A,2001-05-25,2.8414,2.8473,2.8493,2.7628,2.7844,817338,11592895.3,-0.057,-2.0069,14.1837,1.2574,920400000,1291024800,3834386400,65000000,104000000,270790000,44.3225,3.1662,7.8908,6.4801,
000726.SZ,³̩A,2001-05-28,2.7844,2.7844,2.7844,2.7176,2.7274,848151,11788409.2,-0.057,-2.048,13.899,1.3048,901550000,1259025040,3755857300,65000000,104000000,270790000,43.4148,3.1013,7.7292,6.3474,
000726.SZ,³̩A,2001-05-29,2.7274,2.7274,2.7687,2.7274,2.7294,542330,7571993,0.002,0.0721,13.962,0.8344,902200000,1188180864,3758565200,65000000,104000000,270790000,43.4461,3.1035,7.7348,6.352,
000726.SZ,³̩A,2001-05-30,2.7294,2.7313,2.8513,2.7313,2.7923,793821,11270387.5,0.0629,2.3055,14.1976,1.2213,923000000,1231439040,3845218000,65000000,104000000,270790000,44.4477,3.1751,7.9131,6.4984,
000726.SZ,³̩A,2001-05-31,2.7923,2.8316,2.8414,2.7943,2.8061,598998,8548190.6,0.0138,0.493,14.2708,0.9215,927550000,1206287264,3864173300,65000000,104000000,270790000,44.6668,3.1907,7.9521,6.5305,
000726.SZ,³̩A,2001-06-01,2.8061,2.8041,2.8749,2.7766,2.8709,949054,13613989.6,0.0649,2.3125,14.3448,1.4601,949000000,1177148544,3953534000,65000000,104000000,270790000,45.6998,3.2645,8.136,6.6815,
000726.SZ,³̩A,2001-06-04,2.8709,2.867,2.8965,2.8414,2.8709,1088938,15952641.7,0,0,14.6497,1.6753,949000000,1065521184,3953534000,65000000,104000000,270790000,45.6998,3.2645,8.136,6.6815,
000726.SZ,³̩A,2001-06-05,2.8709,2.8749,2.8985,2.8513,2.8886,1116541,16307226.5,0.0177,0.6164,14.6051,1.7178,954850000,1041156480,3977905100,65000000,104000000,270790000,45.9815,3.2847,8.1862,6.7227,
000726.SZ,³̩A,2001-06-06,2.8886,2.9103,2.9437,2.9004,2.9221,3041397,45215449.6,0.0334,1.1572,14.8667,4.6791,965900000,1131489216,4023939400,65000000,104000000,270790000,46.5136,3.3227,8.2809,6.8005,
000726.SZ,³̩A,2001-06-07,2.9221,2.9299,2.9299,2.8631,2.8729,1152107,16938923.2,-0.0492,-1.6824,14.7026,1.7725,949650000,1103128000,3956241900,65000000,104000000,270790000,45.7311,3.2668,8.1416,6.6861,
000726.SZ,³̩A,2001-06-08,2.8729,2.8709,2.8709,2.8355,2.8473,617478,8967387.4,-0.0256,-0.8898,14.5226,0.95,941200000,1093302912,3921039200,65000000,104000000,270790000,45.3242,3.2377,8.0692,6.6266,
000726.SZ,³̩A,2001-06-11,2.8473,2.865,2.9103,2.8532,2.8749,686846,10060626.8,0.0275,0.9669,14.6476,1.0567,950300000,1038141312,3958949800,65000000,104000000,270790000,45.7624,3.269,8.1472,6.6906,
000726.SZ,³̩A,2001-06-12,2.8749,2.9063,2.9063,2.869,2.8827,574155,8408830,0.0079,0.2736,14.6456,0.8833,952900000,1068931032,3969781400,65000000,104000000,270790000,45.8876,3.278,8.1695,6.709,
000726.SZ,³̩A,2001-06-13,2.8827,2.8906,2.9103,2.8808,2.8945,823871,12123411.8,0.0118,0.4093,14.7152,1.2675,956800000,1102128768,3986028800,65000000,104000000,270790000,46.0754,3.2914,8.2029,6.7364,
000726.SZ,³̩A,2001-06-14,2.8945,2.8906,2.9339,2.8277,2.8355,1319045,19373488.1,-0.059,-2.038,14.6875,2.0293,937300000,1061205392,3904791800,65000000,104000000,270790000,45.1364,3.2243,8.0357,6.5991,
000726.SZ,³̩A,2001-06-15,2.8355,2.8277,2.8631,2.8119,2.8336,803009,11582197.5,-0.002,-0.0693,14.4235,1.2354,936650000,1065923040,3902083900,65000000,104000000,270790000,45.1051,3.2221,8.0302,6.5945,
000726.SZ,³̩A,2001-06-18,2.8336,2.8532,2.8631,2.7333,2.7687,1076475,15293939.2,-0.0649,-2.2901,14.2074,1.6561,915200000,1046554080,3812723200,65000000,104000000,270790000,44.0721,3.1483,7.8463,6.4435,
000726.SZ,³̩A,2001-06-19,2.7687,2.7667,2.8041,2.7628,2.8041,424734,6006707.7,0.0354,1.2784,14.1423,0.6534,926900000,1059801600,3861465400,65000000,104000000,270790000,44.6355,3.1885,7.9466,6.5259,
000726.SZ,³̩A,2001-06-20,2.8041,2.808,2.8414,2.7746,2.7923,540534,7702694.6,-0.0118,-0.4208,14.2502,0.8316,923000000,1053785200,3845218000,65000000,104000000,270790000,44.4477,3.1751,7.9131,6.4984,
000726.SZ,³̩A,2001-06-21,2.7923,2.7903,2.8552,2.7844,2.8355,617951,8888362.5,0.0433,1.5493,14.3836,0.9507,937300000,1059102720,3904791800,65000000,104000000,270790000,45.1364,3.2243,8.0357,6.5991,
000726.SZ,³̩A,2001-06-22,2.8355,2.8434,2.8454,2.8237,2.8395,321637,4632976.5,0.0039,0.1387,14.4044,0.4948,938600000,1080267760,3910207600,65000000,104000000,270790000,45.199,3.2288,8.0469,6.6083,
