¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-05-06,N/A,2.2423,5.4487,2.2423,5.1712,5454700,202425401,N/A,N/A,37.1103,36.3647,553500000,N/A,1859022000,15000000,0,50380000,72.2785,16.7767,12.2847,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-05-07,5.1712,5.1964,5.6883,5.1964,5.6757,4220300,166375917.4,0.5045,9.7561,39.4228,28.1353,607500000,N/A,2040390000,15000000,0,50380000,79.33,18.4135,13.4832,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-05-08,5.6757,5.6197,5.7388,5.3282,5.394,2263500,88916745.3,-0.2817,-4.963,39.2829,15.09,577350000,N/A,1939126200,15000000,0,50380000,75.3929,17.4996,12.814,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-05-11,5.394,5.3954,5.4487,5.1151,5.1222,1198200,44507740.6,-0.2719,-5.0403,37.1455,7.988,548250000,N/A,1841389000,15000000,0,50380000,71.5929,16.6176,12.1682,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-05-12,5.1222,5.0451,5.2553,4.975,5.1025,1018200,36753749.7,-0.0196,-0.383,36.0968,6.788,546150000,N/A,1834335800,15000000,0,50380000,71.3187,16.554,12.1215,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-05-13,5.1025,5.0577,5.1768,5.017,5.0437,388400,14043830.7,-0.0589,-1.1535,36.1582,2.5893,539850000,N/A,1813176200,15000000,0,50380000,70.496,16.363,11.9817,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-05-14,5.0437,5.0493,5.1011,4.989,4.9932,369600,13297635,-0.0505,-1.0003,35.9784,2.464,534450000,N/A,1795039400,15000000,0,50380000,69.7908,16.1993,11.8619,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-05-15,4.9932,5.003,5.2511,4.989,5.1474,420600,15229277.2,0.1542,3.0873,36.2085,2.804,550950000,N/A,1850457400,15000000,0,50380000,71.9455,16.6995,12.2281,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-05-18,5.1474,5.1432,5.1432,5.003,5.0549,195800,7053828.8,-0.0925,-1.7969,36.0257,1.3053,541050000,N/A,1817206600,15000000,0,50380000,70.6527,16.3994,12.0084,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-05-19,5.0549,5.0311,5.0311,4.8475,4.8601,362500,12673466.3,-0.1948,-3.8536,34.9613,2.4167,520200000,N/A,1747178400,15000000,0,50380000,67.93,15.7674,11.5456,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-05-20,4.8601,4.8629,4.9189,4.6807,4.8349,682400,23116230.4,-0.0252,-0.519,33.8749,4.5493,517500000,N/A,1738110000,15000000,0,50380000,67.5774,15.6856,11.4857,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-05-21,4.8349,4.8629,4.8629,4.6667,4.7564,328200,11058897.4,-0.0785,-1.6232,33.6956,2.188,509100000,N/A,1709897200,15000000,0,50380000,66.4805,15.431,11.2992,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-05-22,4.7564,4.6387,4.7578,4.6232,4.6527,656200,21824154.3,-0.1037,-2.1803,33.2584,4.3747,498000000,N/A,1672616000,15000000,0,50380000,65.031,15.0945,11.0529,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-05-25,4.6527,4.6947,4.8349,4.6667,4.6849,335700,11350912.7,0.0322,0.6928,33.8127,2.238,501450000,N/A,1684203400,15000000,0,50380000,65.4815,15.1991,11.1295,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-05-26,4.6849,4.6793,4.6793,4.4635,4.4761,614800,19757622.9,-0.2088,-4.4571,32.1367,4.0987,479100000,N/A,1609137200,15000000,0,50380000,62.563,14.5217,10.6334,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-05-27,4.4761,4.4579,4.4831,4.3233,4.4004,512000,15996047.4,-0.0757,-1.6907,31.2423,3.4133,471000000,N/A,1581932000,15000000,0,50380000,61.5052,14.2761,10.4536,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-05-28,4.4004,4.3682,4.5798,4.3444,4.4439,290100,9266566.4,0.0434,0.9873,31.9427,1.934,475650000,N/A,1597549800,15000000,0,50380000,62.1125,14.4171,10.5568,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-05-29,4.4439,4.5125,4.5125,4.4144,4.4775,134000,4260116.7,0.0336,0.7569,31.7919,0.8933,479250000,N/A,1609641000,15000000,0,50380000,62.5826,14.5262,10.6367,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-06-01,4.4775,4.4733,4.4733,4.2056,4.2827,347700,10768234.1,-0.1948,-4.3505,30.9699,2.318,458400000,N/A,1539612800,15000000,0,50380000,59.8599,13.8942,10.174,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-06-02,4.2827,4.2547,4.3682,4.2042,4.3037,276500,8440179.2,0.021,0.4908,30.5251,1.8433,460650000,N/A,1547169800,15000000,0,50380000,60.1537,13.9624,10.2239,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-06-03,4.3037,4.3724,4.4144,4.2337,4.3135,158800,4913214,0.0098,0.2279,30.9396,1.0587,461700000,N/A,1550696400,15000000,0,50380000,60.2908,13.9943,10.2472,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-06-04,4.3135,4.2883,4.4411,4.2757,4.392,145300,4549784.8,0.0785,1.8194,31.313,0.9687,470100000,N/A,1578909200,15000000,0,50380000,61.3877,14.2489,10.4337,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-06-05,4.392,4.3163,4.5658,4.3163,4.5266,237400,7600025.1,0.1345,3.0632,32.0136,1.5827,484500000,N/A,1627274000,15000000,0,50380000,63.2681,14.6853,10.7533,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-06-08,4.5266,4.5546,4.5546,4.4285,4.4285,82700,2635102.5,-0.0981,-2.1672,31.8634,0.5513,474000000,N/A,1592008000,15000000,0,50380000,61.897,14.3671,10.5202,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-06-09,4.4285,4.413,4.4214,4.3023,4.3191,187600,5837122,-0.1093,-2.4684,31.1147,1.2507,462300000,N/A,1552711600,15000000,0,50380000,60.3692,14.0124,10.2605,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-06-10,4.3191,4.4116,4.5378,4.3163,4.4593,166700,5312792.4,0.1401,3.2446,31.8704,1.1113,477300000,N/A,1603091600,15000000,0,50380000,62.3279,14.4671,10.5935,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-06-11,4.4593,4.4565,4.5097,4.3864,4.4439,82500,2626583.8,-0.0154,-0.3457,31.8374,0.55,475650000,N/A,1597549800,15000000,0,50380000,62.1125,14.4171,10.5568,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-06-12,4.4439,4.4985,4.535,4.4565,4.5069,178600,5737991.5,0.0631,1.4191,32.1276,1.1907,482400000,N/A,1620220800,15000000,0,50380000,62.9939,14.6217,10.7066,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-06-15,4.5069,4.3177,4.4985,4.2743,4.4299,164400,5226222,-0.0771,-1.7102,31.7897,1.096,474150000,N/A,1592511800,15000000,0,50380000,61.9166,14.3716,10.5235,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-06-16,4.4299,4.4425,4.4845,4.3247,4.378,143300,4493889.3,-0.0519,-1.1705,31.36,0.9553,468600000,N/A,1573871200,15000000,0,50380000,61.1918,14.2034,10.4004,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-06-17,4.378,4.3724,4.5013,4.3724,4.4607,96200,3065955.2,0.0827,1.8886,31.8706,0.6413,477450000,N/A,1603595400,15000000,0,50380000,62.3475,14.4716,10.5968,N/A,
000801.SZ,Àƒ¥®æ≈÷ﬁ,1998-06-18,4.4607,4.4565,4.5266,4.4565,4.4887,290600,9305745.4,0.028,0.6283,32.0225,1.9373,480450000,N/A,1613671400,15000000,0,50380000,62.7393,14.5626,10.6634,N/A,
