����,���,����,ǰ���̼�(Ԫ),���̼�(Ԫ),��߼�(Ԫ),��ͼ�(Ԫ),���̼�(Ԫ),�ɽ���(��),�ɽ����(Ԫ),�ǵ�(Ԫ),�ǵ���(%),����(Ԫ),������(%),A����ͨ��ֵ(Ԫ),B����ͨ��ֵ(Ԫ),����ֵ(Ԫ),A����ͨ�ɱ�(��),B����ͨ�ɱ�(��),�ܹɱ�(��),��ӯ��,�о���,������,������,
300254.SZ,ǪԴҽҩ,2011-09-13,16.3932,15.8644,16.0271,14.7579,14.7905,5916088,110358466.8,-1.6027,-9.7767,18.654,21.8306,492678000,N/A,2432484000,27100000,0,133800000,50.694,16.2614,7.6122,-159.9373,
300254.SZ,ǪԴҽҩ,2011-09-14,14.7905,14.9613,15.2949,14.5057,15.2379,5141998,94311296.4,0.4475,3.0253,18.3414,18.9742,507583000,N/A,2506074000,27100000,0,133800000,52.2277,16.7534,7.8424,-164.7759,
300254.SZ,ǪԴҽҩ,2011-09-15,15.2379,15.1728,15.7667,15.0589,15.3356,6003166,113674285.8,0.0976,0.6407,18.9357,22.1519,510835000,N/A,2522130000,27100000,0,133800000,52.5623,16.8607,7.8927,-165.8316,
300254.SZ,ǪԴҽҩ,2011-09-16,15.3356,15.2949,15.4088,14.5627,14.5789,5130629,93705418.2,-0.7566,-4.9337,18.2639,18.9322,485632000,N/A,2397696000,27100000,0,133800000,49.969,16.0289,7.5033,-157.6499,
300254.SZ,ǪԴҽҩ,2011-09-19,14.5789,14.3593,14.3837,13.3586,13.3993,5017788,85298426.4,-1.1797,-8.0915,16.9992,18.5158,446337000,N/A,2203686000,27100000,0,133800000,45.9258,14.7319,6.8962,-144.8937,
300254.SZ,ǪԴҽҩ,2011-09-20,13.3993,13.3993,13.9037,13.3586,13.7491,3660483,61371618.6,0.3498,2.6108,16.766,13.5073,457990000,N/A,2261220000,27100000,0,133800000,47.1248,15.1165,7.0762,-148.6766,
300254.SZ,ǪԴҽҩ,2011-09-21,13.7491,13.6515,14.4569,13.44,14.2128,4976205,85972708.6,0.4637,3.3728,17.2768,18.3624,473437000,N/A,2337486000,27100000,0,133800000,48.7142,15.6264,7.3149,-153.6911,
300254.SZ,ǪԴҽҩ,2011-09-22,14.2128,13.9932,14.1884,13.2203,13.2691,4575343,77122029.5,-0.9437,-6.64,16.856,16.8832,442001000,N/A,2182278000,27100000,0,133800000,45.4796,14.5888,6.8292,-143.4861,
300254.SZ,ǪԴҽҩ,2011-09-23,13.2691,12.8461,13.261,12.6752,13.2203,3327656,52995237.7,-0.0488,-0.3679,15.9257,12.2792,440375000,N/A,2174250000,27100000,0,133800000,45.3123,14.5351,6.804,-142.9583,
300254.SZ,ǪԴҽҩ,2011-09-26,13.2203,13.1552,13.4644,12.903,13.0576,2398959,38925513.9,-0.1627,-1.2308,16.226,8.8522,434955000,N/A,2147490000,27100000,0,133800000,44.7546,14.3562,6.7203,-141.1988,
300254.SZ,ǪԴҽҩ,2011-09-27,13.0576,13.2203,13.3667,12.8623,13.2447,2532832,41017383.6,0.1871,1.433,16.1943,9.3462,441188000,N/A,2178264000,27100000,0,133800000,45.396,14.5619,6.8166,-143.2222,
300254.SZ,ǪԴҽҩ,2011-09-28,13.2447,13.3098,13.3912,12.6915,12.6915,2780641,44558743.6,-0.5532,-4.1769,16.0246,10.2607,422760000,N/A,2087280000,27100000,0,133800000,43.4998,13.9537,6.5319,-137.2399,
300254.SZ,ǪԴҽҩ,2011-09-29,12.6915,12.5288,12.6345,12.0244,12.0569,2509365,37919849.4,-0.6346,-5,15.1113,9.2596,401622000,N/A,1982916000,27100000,0,133800000,41.3248,13.256,6.2053,-130.3779,
300254.SZ,ǪԴҽҩ,2011-09-30,12.0569,12.1708,12.3091,12,12.2603,1691106,25292729.9,0.2034,1.6869,14.9563,6.2402,408397000,N/A,2016366000,27100000,0,133800000,42.022,13.4796,6.31,-132.5773,
300254.SZ,ǪԴҽҩ,2011-10-10,12.2603,12.3254,12.6101,12.1871,12.4149,1879912,28719636.2,0.1546,1.2608,15.2771,6.9369,413546000,N/A,2041788000,27100000,0,133800000,42.5518,13.6496,6.3895,-134.2488,
300254.SZ,ǪԴҽҩ,2011-10-11,12.4149,12.8217,12.8542,12.1464,12.3986,2443162,37909755.1,-0.0163,-0.1311,15.5167,9.0154,413004000,N/A,2039112000,27100000,0,133800000,42.496,13.6317,6.3811,-134.0728,
300254.SZ,ǪԴҽҩ,2011-10-12,12.3986,12.1627,13.1634,12.0162,13.0088,4213071,66061570.2,0.6102,4.9213,15.6801,15.5464,433329000,N/A,2139462000,27100000,0,133800000,44.5873,14.3026,6.6952,-140.6709,
300254.SZ,ǪԴҽҩ,2011-10-13,13.0088,12.9925,13.4156,12.8542,13.204,4241442,68809159.5,0.1953,1.5009,16.2231,15.6511,439833000,N/A,2171574000,27100000,0,133800000,45.2566,14.5172,6.7957,-142.7823,
300254.SZ,ǪԴҽҩ,2011-10-14,13.204,13.1634,13.1634,12.7728,12.9437,2812261,44694033.4,-0.2603,-1.9717,15.8926,10.3773,431161000,N/A,2128758000,27100000,0,133800000,44.3643,14.231,6.6617,-139.9671,
300254.SZ,ǪԴҽҩ,2011-10-17,12.9437,12.96,13.8223,12.903,13.7247,5384446,88972362.4,0.781,6.0339,16.524,19.8688,457177000,N/A,2257206000,27100000,0,133800000,47.0412,15.0897,7.0636,-148.4127,
300254.SZ,ǪԴҽҩ,2011-10-18,13.7247,13.4644,13.7491,12.903,12.903,4119308,67930270.4,-0.8217,-5.987,16.4907,15.2004,429806000,N/A,2122068000,27100000,0,133800000,44.2248,14.1863,6.6407,-139.5273,
300254.SZ,ǪԴҽҩ,2011-10-19,12.903,12.9437,13.2854,12.6915,12.9356,2397829,38372109.6,0.0325,0.2522,16.0029,8.8481,430890000,N/A,2127420000,27100000,0,133800000,44.3364,14.222,6.6575,-139.8792,
300254.SZ,ǪԴҽҩ,2011-10-20,12.9356,12.8542,12.8623,12.0813,12.3091,2584312,39311495.8,-0.6264,-4.8428,15.2116,9.5362,410023000,N/A,2024394000,27100000,0,133800000,42.1893,13.5333,6.3351,-133.1051,
300254.SZ,ǪԴҽҩ,2011-10-21,12.3091,12.3498,12.3498,11.6176,11.6501,2205902,32490806.8,-0.659,-5.3536,14.729,8.1399,388072000,N/A,1916016000,27100000,0,133800000,39.9306,12.8088,5.9959,-125.9792,
300254.SZ,ǪԴҽҩ,2011-10-24,11.6501,11.5932,12.0569,11.162,12.0081,2564246,36726237.4,0.358,3.0726,14.3224,9.4622,399996000,N/A,1974888000,27100000,0,133800000,41.1575,13.2024,6.1802,-129.8501,
300254.SZ,ǪԴҽҩ,2011-10-25,12.0081,12,12.5125,11.8373,12.3498,3315047,49737459.7,0.3417,2.8455,15.0035,12.2326,411378000,N/A,2031084000,27100000,0,133800000,42.3287,13.578,6.356,-133.545,
300254.SZ,ǪԴҽҩ,2011-10-26,12.3498,12.3091,12.6101,12.2196,12.4962,3456150,52792680.4,0.1464,1.1858,15.275,12.7533,416256000,N/A,2055168000,27100000,0,133800000,42.8306,13.739,6.4314,-135.1285,
300254.SZ,ǪԴҽҩ,2011-10-27,12.4962,12.5044,12.9844,12.301,12.4067,3161712,49200260.1,-0.0895,-0.7161,15.5613,11.6668,413275000,N/A,2040450000,27100000,0,133800000,42.5239,13.6406,6.3853,-134.1608,
300254.SZ,ǪԴҽҩ,2011-10-28,12.4067,12.5939,12.7484,12.3254,12.6834,2799889,43217705.8,0.2766,2.2295,15.4355,10.3317,422489000,N/A,2085942000,27100000,0,133800000,43.472,13.9448,6.5277,-137.1519,
300254.SZ,ǪԴҽҩ,2011-10-31,12.6834,12.6996,12.9681,12.6101,12.8542,2972397,46700873.8,0.1708,1.347,15.7115,10.9683,428180000,N/A,2114040000,27100000,0,133800000,44.0575,14.1326,6.6156,-138.9994,
300254.SZ,ǪԴҽҩ,2011-11-01,12.8542,12.6834,13.4237,12.5613,13.2773,4796138,76970329.9,0.423,3.2911,16.0484,17.6979,442272000,N/A,2183616000,27100000,0,133800000,45.5075,14.5977,6.8334,-143.5741,
300254.SZ,ǪԴҽҩ,2011-11-02,13.2773,12.9762,13.7898,12.8786,13.6271,4786315,78456427.6,0.3498,2.6348,16.3918,17.6617,453925000,N/A,2241150000,27100000,0,133800000,46.7066,14.9823,7.0134,-147.357,
300254.SZ,ǪԴҽҩ,2011-11-03,13.6271,13.7084,14.1966,13.3586,13.3749,5158800,87256614.2,-0.2522,-1.8507,16.9141,19.0362,445524000,N/A,2199672000,27100000,0,133800000,45.8421,14.7051,6.8836,-144.6298,
300254.SZ,ǪԴҽҩ,2011-11-04,13.3749,13.4156,13.6027,13.0901,13.1796,3274995,53353826.9,-0.1953,-1.4599,16.2913,12.0849,439020000,N/A,2167560000,27100000,0,133800000,45.1729,14.4904,6.7831,-142.5184,
300254.SZ,ǪԴҽҩ,2011-11-07,13.1796,13.1389,13.4237,13.0983,13.1552,2018337,32821217.7,-0.0244,-0.1852,16.2615,7.4477,438207000,N/A,2163546000,27100000,0,133800000,45.0893,14.4636,6.7705,-142.2545,
300254.SZ,ǪԴҽҩ,2011-11-08,13.1552,13.2284,13.2284,12.6183,12.6834,2775825,44217065.7,-0.4719,-3.5869,15.9293,10.2429,422489000,N/A,2085942000,27100000,0,133800000,43.472,13.9448,6.5277,-137.1519,
300254.SZ,ǪԴҽҩ,2011-11-09,12.6834,12.7566,13.082,12.4881,13.0495,2105517,33103490.4,0.3661,2.8865,15.7223,7.7694,434684000,N/A,2146152000,27100000,0,133800000,44.7268,14.3473,6.7161,-141.1108,
300254.SZ,ǪԴҽҩ,2011-11-10,13.0495,12.8542,14.0989,12.6915,13.5457,5865691,96810877,0.4963,3.803,16.5046,21.6446,451215000,N/A,2227770000,27100000,0,133800000,46.4277,14.8929,6.9715,-146.4772,
300254.SZ,ǪԴҽҩ,2011-11-11,13.5457,13.4644,14.2372,13.3505,13.9118,6952930,118333407.7,0.3661,2.7027,17.0192,25.6566,463410000,N/A,2287980000,27100000,0,133800000,47.6825,15.2954,7.1599,-150.4361,
300254.SZ,ǪԴҽҩ,2011-11-14,13.9118,14.1152,14.5708,13.7654,14.3186,6405624,111525577.5,0.4068,2.924,17.4106,23.637,476960000,N/A,2354880000,27100000,0,133800000,49.0767,15.7426,7.3693,-154.8348,
300254.SZ,ǪԴҽҩ,2011-11-15,14.3186,14.221,14.2372,13.8386,14.042,4328440,74588163.1,-0.2766,-1.9318,17.2321,15.9721,467746000,N/A,2309388000,27100000,0,133800000,48.1287,15.4385,7.2269,-151.8436,
300254.SZ,ǪԴҽҩ,2011-11-16,14.042,14.0827,14.1071,13.261,13.3342,3735421,62427477.4,-0.7078,-5.0406,16.7123,13.7838,444169000,N/A,2192982000,27100000,0,133800000,45.7027,14.6603,6.8627,-144.1899,
300254.SZ,ǪԴҽҩ,2011-11-17,13.3342,13.2935,13.92,13.261,13.6759,3738572,62546833.8,0.3417,2.5625,16.7301,13.7955,455551000,N/A,2249178000,27100000,0,133800000,46.8739,15.036,7.0385,-147.8848,
300254.SZ,ǪԴҽҩ,2011-11-18,13.6759,13.505,13.5295,12.9193,12.9844,2745395,44621534.5,-0.6915,-5.0565,16.2532,10.1306,432516000,N/A,2135448000,27100000,0,133800000,44.5037,14.2757,6.6826,-140.407,
300254.SZ,ǪԴҽҩ,2011-11-21,12.9844,12.7403,12.7484,11.8454,12.3254,5122440,77119375.5,-0.659,-5.0752,15.0552,15.1551,512070000,N/A,2027070000,33800000,0,133800000,42.245,13.5512,6.3435,-133.2811,
300254.SZ,ǪԴҽҩ,2011-11-22,12.3254,12.0813,12.2522,11.8942,12.2359,3570570,52971006.6,-0.0895,-0.7261,14.8354,10.5638,508352000,N/A,2012352000,33800000,0,133800000,41.9383,13.4528,6.2974,-132.3134,
300254.SZ,ǪԴҽҩ,2011-11-23,12.2359,12.1708,12.4067,12.0813,12.179,2642997,39788262.1,-0.0569,-0.4654,15.0542,7.8195,505986000,N/A,2002986000,33800000,0,133800000,41.7431,13.3902,6.2681,-131.6975,
300254.SZ,ǪԴҽҩ,2011-11-24,12.179,12,12.3986,11.7966,12.2034,2347427,35098464.4,0.0244,0.2004,14.9519,6.9451,507000000,N/A,2007000000,33800000,0,133800000,41.8268,13.417,6.2807,-131.9615,
300254.SZ,ǪԴҽҩ,2011-11-25,12.2034,12.2034,12.4312,11.9674,12.0081,2046883,30662072.6,-0.1953,-1.6,14.9799,6.0559,498888000,N/A,1974888000,33800000,0,133800000,41.1575,13.2024,6.1802,-129.8501,
300254.SZ,ǪԴҽҩ,2011-11-28,12.0081,12.0569,12.1545,11.9186,12.0651,1524087,22529582,0.0569,0.4743,14.7823,4.5091,501254000,N/A,1984254000,33800000,0,133800000,41.3527,13.265,6.2095,-130.4659,
300254.SZ,ǪԴҽҩ,2011-11-29,12.0651,12.2034,12.4149,12.1708,12.3661,3080662,46572111,0.301,2.4949,15.1176,9.1144,513760000,N/A,2033760000,33800000,0,133800000,42.3845,13.5959,6.3644,-133.7209,
300254.SZ,ǪԴҽҩ,2011-11-30,12.3661,12.3335,12.3986,11.2922,11.4305,3385057,49583563.9,-0.9356,-7.5658,14.6478,10.015,474890000,N/A,1879890000,33800000,0,133800000,39.1777,12.5673,5.8829,-123.6039,
300254.SZ,ǪԴҽҩ,2011-12-01,11.4305,11.9186,12.179,11.5362,11.8698,3255422,47657280.4,0.4393,3.8434,14.6394,9.6314,493142000,N/A,1952142000,33800000,0,133800000,40.6835,13.0503,6.109,-128.3545,
300254.SZ,ǪԴҽҩ,2011-12-02,11.8698,11.7559,11.8698,11.4223,11.4712,1841557,26217975.9,-0.3986,-3.3585,14.2369,5.4484,476580000,N/A,1886580000,33800000,0,133800000,39.3172,12.612,5.9038,-124.0438,
300254.SZ,ǪԴҽҩ,2011-12-05,11.4712,11.3735,11.4223,10.4949,10.56,2213905,29738800.4,-0.9112,-7.9433,13.4327,6.55,438724000,N/A,1736724000,33800000,0,133800000,36.1941,11.6102,5.4349,-114.1907,
300254.SZ,ǪԴҽҩ,2011-12-06,10.56,10.5762,10.9261,10.5112,10.7796,1368580,18056407.5,0.2197,2.0801,13.1935,4.0491,447850000,N/A,1772850000,33800000,0,133800000,36.947,11.8517,5.5479,-116.566,
300254.SZ,ǪԴҽҩ,2011-12-07,10.7796,10.7878,10.9342,10.7145,10.8529,1489446,19865705.5,0.0732,0.6792,13.3376,4.4066,450892000,N/A,1784892000,33800000,0,133800000,37.1979,11.9322,5.5856,-117.3577,
300254.SZ,ǪԴҽҩ,2011-12-08,10.8529,10.861,11.0969,10.4868,10.8854,2110255,28106555.2,0.0325,0.2999,13.319,6.2434,452244000,N/A,1790244000,33800000,0,133800000,37.3095,11.968,5.6023,-117.7096,
300254.SZ,ǪԴҽҩ,2011-12-09,10.8854,10.7227,10.9993,10.6413,10.804,1217177,16194692.2,-0.0814,-0.7474,13.3051,3.6011,448864000,N/A,1776864000,33800000,0,133800000,37.0306,11.8785,5.5605,-116.8299,
300254.SZ,ǪԴҽҩ,2011-12-12,10.804,10.7634,10.8935,10.6576,10.6983,987705,13104326.8,-0.1058,-0.9789,13.2675,2.9222,444470000,N/A,1759470000,33800000,0,133800000,36.6681,11.7623,5.506,-115.6862,
300254.SZ,ǪԴҽҩ,2011-12-13,10.6983,10.5762,11.1132,10.2101,10.2508,1660802,21159360.4,-0.4475,-4.1825,12.7404,4.9136,425880000,N/A,1685880000,33800000,0,133800000,35.1345,11.2703,5.2758,-110.8476,
300254.SZ,ǪԴҽҩ,2011-12-14,10.2508,10.1695,10.3729,10.0474,10.0718,1230221,15412312.1,-0.179,-1.746,12.5281,3.6397,418444000,N/A,1656444000,33800000,0,133800000,34.521,11.0735,5.1836,-108.9122,
300254.SZ,ǪԴҽҩ,2011-12-15,10.0718,9.9254,10.0962,9.7301,9.7627,1566172,19096641.7,-0.3092,-3.0695,12.1932,4.6336,405600000,N/A,1605600000,33800000,0,133800000,33.4614,10.7336,5.0245,-105.5692,
300254.SZ,ǪԴҽҩ,2011-12-16,9.7627,9.844,10.1207,9.6976,10.0881,1450644,17715715.7,0.3254,3.3333,12.2123,4.2918,419120000,N/A,1659120000,33800000,0,133800000,34.5768,11.0914,5.192,-109.0881,
300254.SZ,ǪԴҽҩ,2011-12-19,10.0881,9.7627,10.2996,9.7627,10.259,2162266,26636478.6,0.1708,1.6935,12.3188,6.3972,426218000,N/A,1687218000,33800000,0,133800000,35.1624,11.2792,5.2799,-110.9356,
300254.SZ,ǪԴҽҩ,2011-12-20,10.259,10.2345,10.3973,10.08,10.1044,1953704,24619579.3,-0.1546,-1.5067,12.6015,5.7802,419796000,N/A,1661796000,33800000,0,133800000,34.6326,11.1093,5.2004,-109.2641,
300254.SZ,ǪԴҽҩ,2011-12-21,10.1044,10.2345,10.324,9.7464,9.7627,1772115,22048875.7,-0.3417,-3.3816,12.4421,5.2429,405600000,N/A,1605600000,33800000,0,133800000,33.4614,10.7336,5.0245,-105.5692,
300254.SZ,ǪԴҽҩ,2011-12-22,9.7627,9.6162,9.7057,9.1118,9.3884,2148800,24806034.5,-0.3742,-3.8333,11.5441,6.3574,390052000,N/A,1544052000,33800000,0,133800000,32.1787,10.3222,4.8319,-101.5223,
300254.SZ,ǪԴҽҩ,2011-12-23,9.3884,9.3966,9.6651,9.3071,9.4861,1260923,14743211.1,0.0976,1.0399,11.6924,3.7305,394108000,N/A,1560108000,33800000,0,133800000,32.5133,10.4295,4.8822,-102.578,
300254.SZ,ǪԴҽҩ,2011-12-26,9.4861,9.3722,9.6162,9.3722,9.421,709245,8287310.2,-0.0651,-0.6861,11.6847,2.0984,391404000,N/A,1549404000,33800000,0,133800000,32.2903,10.3579,4.8487,-101.8742,
300254.SZ,ǪԴҽҩ,2011-12-27,9.421,9.3966,9.4129,8.8678,8.9085,1348266,15101848.8,-0.5125,-5.4404,11.2009,3.989,370110000,N/A,1465110000,33800000,0,133800000,30.5335,9.7944,4.5849,-96.3319,
300254.SZ,ǪԴҽҩ,2011-12-28,8.9085,8.8678,8.8678,8.4854,8.7051,1476857,15746582.3,-0.2034,-2.2831,10.6622,4.3694,361660000,N/A,1431660000,33800000,0,133800000,29.8364,9.5708,4.4802,-94.1325,
300254.SZ,ǪԴҽҩ,2011-12-29,8.7051,8.6562,8.8352,8.6074,8.6888,1251966,13447893.6,-0.0163,-0.1869,10.7414,3.704,360984000,N/A,1428984000,33800000,0,133800000,29.7807,9.5529,4.4718,-93.9566,
300254.SZ,ǪԴҽҩ,2011-12-30,8.6888,8.7783,8.9491,8.7295,8.8678,1283497,13972522.4,0.179,2.0599,10.8863,3.7973,368420000,N/A,1458420000,33800000,0,133800000,30.3941,9.7497,4.5639,-95.892,
300254.SZ,ǪԴҽҩ,2012-01-04,8.8678,8.9491,9.0386,8.4691,8.4935,1296110,13982034.8,-0.3742,-4.2202,10.7877,3.8346,352872000,N/A,1396872000,33800000,0,133800000,39.5221,2.4035,4.4947,4.4758,
300254.SZ,ǪԴҽҩ,2012-01-05,8.4935,8.461,8.461,8.0135,8.0461,1348132,13599153.8,-0.4475,-5.2682,10.0874,3.9886,334282000,N/A,1323282000,33800000,0,133800000,37.44,2.2769,4.2579,4.24,
300254.SZ,ǪԴҽҩ,2012-01-06,8.0461,8.1762,8.2901,8.0624,8.2901,1018910,10268215,0.2441,3.0334,10.0776,3.0145,344422000,N/A,1363422000,33800000,0,133800000,38.5757,2.346,4.3871,4.3686,
300254.SZ,ǪԴҽҩ,2012-01-09,8.2901,8.3227,8.7213,8.1844,8.7213,1690317,17693193.4,0.4312,5.2012,10.4674,5.0009,362336000,N/A,1434336000,33800000,0,133800000,40.5821,2.468,4.6153,4.5959,
300254.SZ,ǪԴҽҩ,2012-01-10,8.7213,8.7376,9.1281,8.6888,9.0956,2634881,29038607.8,0.3742,4.291,11.0208,7.7955,377884000,N/A,1495884000,33800000,0,133800000,42.3235,2.5739,4.8133,4.7931,
300254.SZ,ǪԴҽҩ,2012-01-11,9.0956,8.9573,9.2664,8.9573,9.0793,2153314,24136769.5,-0.0163,-0.1789,11.2091,6.3708,377208000,N/A,1493208000,33800000,0,133800000,42.2478,2.5693,4.8047,4.7845,
300254.SZ,ǪԴҽҩ,2012-01-12,9.0793,9.0305,9.2339,8.9166,8.9898,1591617,17728988.1,-0.0895,-0.9857,11.139,4.7089,373490000,N/A,1478490000,33800000,0,133800000,41.8314,2.544,4.7573,4.7373,
300254.SZ,ǪԴҽҩ,2012-01-13,8.9898,9.0305,9.0305,8.339,8.3471,2403211,25414901.3,-0.6427,-7.1493,10.5754,7.1101,346788000,N/A,1372788000,33800000,0,133800000,38.8407,2.3621,4.4172,4.3987,
300254.SZ,ǪԴҽҩ,2012-01-16,8.3471,8.1844,8.3146,8.0217,8.0217,1265946,12724539.6,-0.3254,-3.8986,10.0514,3.7454,333268000,N/A,1319268000,33800000,0,133800000,37.3265,2.27,4.245,4.2272,
300254.SZ,ǪԴҽҩ,2012-01-17,8.0217,7.9647,8.5423,7.9647,8.5017,1550889,15944694.1,0.48,5.9838,10.281,4.5884,353210000,N/A,1398210000,33800000,0,133800000,39.56,2.4058,4.499,4.4801,
300254.SZ,ǪԴҽҩ,2012-01-18,8.5017,8.5017,8.6807,8.1112,8.1681,1718657,17837928,-0.3336,-3.9234,10.379,5.0848,339352000,N/A,1343352000,33800000,0,133800000,38.0079,2.3115,4.3225,4.3043,
300254.SZ,ǪԴҽҩ,2012-01-19,8.1681,8.1681,8.6237,8.0542,8.461,1687084,17432089.8,0.2929,3.5857,10.3327,4.9914,351520000,N/A,1391520000,33800000,0,133800000,39.3707,2.3943,4.4775,4.4587,
300254.SZ,ǪԴҽҩ,2012-01-20,8.461,8.4691,8.8678,8.4691,8.7864,2261552,24176085.9,0.3254,3.8462,10.69,6.691,365040000,N/A,1445040000,33800000,0,133800000,40.885,2.4864,4.6497,4.6302,
300254.SZ,ǪԴҽҩ,2012-01-30,8.7864,8.461,8.9003,8.2576,8.6237,3169981,33402223.4,-0.1627,-1.8519,10.537,9.3786,358280000,N/A,1418280000,33800000,0,133800000,40.1278,2.4404,4.5636,4.5444,
300254.SZ,ǪԴҽҩ,2012-01-31,8.6237,8.5017,8.5423,8.1518,8.3796,1967765,20126033.9,-0.2441,-2.8302,10.2279,5.8218,348140000,N/A,1378140000,33800000,0,133800000,38.9922,2.3713,4.4344,4.4158,
300254.SZ,ǪԴҽҩ,2012-02-01,8.3796,8.3796,8.5017,8.2657,8.339,1430322,14713822.7,-0.0407,-0.4854,10.2871,4.2317,346450000,N/A,1371450000,33800000,0,133800000,38.8029,2.3598,4.4129,4.3944,
300254.SZ,ǪԴҽҩ,2012-02-02,8.339,8.3715,8.5017,8.2657,8.4773,1453367,14992478,0.1383,1.6585,10.3157,4.2999,352196000,N/A,1394196000,33800000,0,133800000,39.4464,2.3989,4.4861,4.4672,
300254.SZ,ǪԴҽҩ,2012-02-03,8.4773,8.5261,8.8515,8.461,8.8271,3050271,32564487.6,0.3498,4.1267,10.6759,9.0245,366730000,N/A,1451730000,33800000,0,133800000,41.0743,2.4979,4.6712,4.6516,
300254.SZ,ǪԴҽҩ,2012-02-06,8.8271,8.8271,8.9247,8.7132,8.8678,2379721,25734625.9,0.0407,0.4608,10.8141,7.0406,368420000,N/A,1458420000,33800000,0,133800000,41.2635,2.5094,4.6928,4.673,
