代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
300240.SZ,飞力达,2011-07-06,N/A,6.761,10.1415,6.7384,9.2185,19933638,550530036.3,N/A,N/A,27.6181,92.2854,703296000,N/A,3483920000,21600000,0,107000000,47.465,14.9957,3.2318,44.537,
300240.SZ,飞力达,2011-07-07,9.2185,8.2955,8.2955,8.2955,8.2955,558200,16355260,-0.923,-10.0123,29.3,2.5843,632880000,N/A,3135100000,21600000,0,107000000,42.7127,13.4943,2.9082,40.0779,
300240.SZ,飞力达,2011-07-08,8.2955,7.4688,8.4937,7.4688,7.8737,12613044,346108895.3,-0.4219,-5.0853,27.4406,58.3937,600696000,N/A,2975670000,21600000,0,107000000,40.5406,12.8081,2.7604,38.0398,
300240.SZ,飞力达,2011-07-11,7.8737,8.0719,8.5277,8.0266,8.304,8056594,233775683,0.4303,5.4657,29.0167,37.299,633528000,N/A,3138310000,21600000,0,107000000,42.7564,13.5081,2.9112,40.1189,
300240.SZ,飞力达,2011-07-12,8.304,8.2955,8.7061,8.1596,8.4796,6006731,180153460,0.1755,2.1139,29.9919,27.8089,646920000,N/A,3204650000,21600000,0,107000000,43.6603,13.7937,2.9728,40.967,
300240.SZ,飞力达,2011-07-13,8.4796,8.6353,8.7627,8.3522,8.7004,4876848,147356371.5,0.2208,2.6043,30.2155,22.578,663768000,N/A,3288110000,21600000,0,107000000,44.7973,14.1529,3.0502,42.0339,
300240.SZ,飞力达,2011-07-14,8.7004,8.6296,9.1053,8.4937,9.0883,4797484,149421332.7,0.3879,4.4582,31.1458,22.2106,693360000,N/A,3434700000,21600000,0,107000000,46.7945,14.7839,3.1862,43.9078,
300240.SZ,飞力达,2011-07-15,9.0883,8.992,9.1874,8.7485,8.8674,3918001,123653760.8,-0.2208,-2.4299,31.5604,18.1389,676512000,N/A,3351240000,21600000,0,107000000,45.6574,14.4246,3.1087,42.8409,
300240.SZ,飞力达,2011-07-18,8.8674,8.9184,8.9977,8.4937,8.7627,3041325,94268793.1,-0.1048,-1.1814,30.996,14.0802,668520000,N/A,3311650000,21600000,0,107000000,45.118,14.2542,3.072,42.3348,
300240.SZ,飞力达,2011-07-19,8.7627,8.5928,8.9467,8.3946,8.7655,3265398,100313608.7,0.0028,0.0323,30.7202,15.1176,668736000,N/A,3312720000,21600000,0,107000000,45.1326,14.2588,3.073,42.3485,
300240.SZ,飞力达,2011-07-20,8.7655,8.774,8.8618,8.2955,8.4201,2906089,88300822.9,-0.3454,-3.9406,30.3848,13.4541,642384000,N/A,3182180000,21600000,0,107000000,43.3541,13.697,2.9519,40.6797,
300240.SZ,飞力达,2011-07-21,8.4201,8.3522,8.3776,8.0407,8.069,2523144,72865113.1,-0.3511,-4.1695,28.8787,11.6812,615600000,N/A,3049500000,21600000,0,107000000,41.5465,13.1259,2.8288,38.9836,
300240.SZ,飞力达,2011-07-22,8.069,8.0973,8.3635,7.9558,8.2361,2338391,67691215.4,0.167,2.0702,28.9478,10.8259,628344000,N/A,3112630000,21600000,0,107000000,42.4066,13.3976,2.8874,39.7906,
300240.SZ,飞力达,2011-07-25,8.2361,8.0775,8.4399,8.0152,8.0549,2143843,62217365,-0.1812,-2.2001,29.0214,9.9252,614520000,N/A,3044150000,21600000,0,107000000,41.4736,13.1028,2.8239,38.9152,
300240.SZ,飞力达,2011-07-26,8.0549,8.0549,8.1483,7.5877,7.8114,1685484,46377326,-0.2435,-3.0228,27.5157,7.8032,595944000,N/A,2952130000,21600000,0,107000000,40.2199,12.7068,2.7385,37.7388,
300240.SZ,飞力达,2011-07-27,7.8114,7.8312,8.3833,7.7293,8.2927,2736757,77862292.6,0.4813,6.1617,28.4506,12.6702,632664000,N/A,3134030000,21600000,0,107000000,42.6981,13.4897,2.9073,40.0642,
300240.SZ,飞力达,2011-07-28,8.2927,8.1625,8.4371,8.0436,8.137,2491835,72321770.5,-0.1557,-1.8778,29.0235,11.5363,620784000,N/A,3075180000,21600000,0,107000000,41.8964,13.2364,2.8527,39.3119,
300240.SZ,飞力达,2011-07-29,8.137,8.0747,8.4003,7.7859,8.3522,3260726,93268213.9,0.2152,2.6444,28.6035,15.096,637200000,N/A,3156500000,21600000,0,107000000,43.0043,13.5864,2.9281,40.3514,
300240.SZ,飞力达,2011-08-01,8.3522,8.355,9.1874,8.3522,8.9694,6369706,199146405.1,0.6172,7.3898,31.2646,29.4894,684288000,N/A,3389760000,21600000,0,107000000,46.1822,14.5904,3.1445,43.3333,
300240.SZ,飞力达,2011-08-02,8.9694,8.8052,9.3431,8.7372,9.3318,5200516,164579006.7,0.3624,4.0404,31.6467,24.0765,711936000,N/A,3526720000,21600000,0,107000000,48.0482,15.18,3.2715,45.0842,
300240.SZ,飞力达,2011-08-03,9.3318,9.1874,9.3403,8.7202,8.7202,4050663,129002585.9,-0.6115,-6.5534,31.8473,18.7531,665280000,N/A,3295600000,21600000,0,107000000,44.8994,14.1851,3.0571,42.1296,
300240.SZ,飞力达,2011-08-04,8.7202,8.5645,8.6494,7.9331,8.1795,4114323,120775313.9,-0.5408,-6.2013,29.3548,19.0478,624024000,N/A,3091230000,21600000,0,107000000,42.115,13.3055,2.8676,39.517,
300240.SZ,飞力达,2011-08-05,8.1795,7.6444,7.9699,7.5906,7.7859,2987488,82646823.5,-0.3935,-4.8114,27.6643,13.831,594000000,N/A,2942500000,21600000,0,107000000,40.0887,12.6653,2.7296,37.6157,
300240.SZ,飞力达,2011-08-08,7.7859,7.701,7.701,7.0073,7.3046,3646337,93735399.9,-0.4813,-6.1818,25.7067,16.8812,557280000,N/A,2760600000,21600000,0,107000000,37.6105,11.8824,2.5608,35.2904,
300240.SZ,飞力达,2011-08-09,7.3046,7.0639,7.3301,6.761,7.1602,1829563,45756751.9,-0.1444,-1.9767,25.0097,8.4702,546264000,N/A,2706030000,21600000,0,107000000,36.867,11.6475,2.5102,34.5928,
300240.SZ,飞力达,2011-08-10,7.1602,7.3556,7.4716,7.2253,7.3471,2098572,54622110.8,0.1869,2.6097,26.0282,9.7156,560520000,N/A,2776650000,21600000,0,107000000,37.8292,11.9514,2.5757,35.4956,
300240.SZ,飞力达,2011-08-11,7.3471,7.1347,7.5821,7.0781,7.5198,1769630,46151471.6,0.1727,2.3507,26.0797,8.1927,573696000,N/A,2841920000,21600000,0,107000000,38.7184,12.2324,2.6363,36.33,
300240.SZ,飞力达,2011-08-12,7.5198,7.6047,7.6613,7.3754,7.432,2049170,54298324.4,-0.0878,-1.1672,26.4977,9.4869,567000000,N/A,2808750000,21600000,0,107000000,38.2665,12.0896,2.6055,35.9059,
300240.SZ,飞力达,2011-08-15,7.432,7.4518,7.7519,7.4518,7.6444,1655809,44516306.2,0.2123,2.8571,26.8849,7.6658,583200000,N/A,2889000000,21600000,0,107000000,39.3598,12.435,2.68,36.9318,
300240.SZ,飞力达,2011-08-16,7.6444,7.5962,7.9161,7.4773,7.5368,1840986,49950103.1,-0.1076,-1.4074,27.1323,8.5231,574992000,N/A,2848340000,21600000,0,107000000,38.8059,12.26,2.6422,36.412,
300240.SZ,飞力达,2011-08-17,7.5368,7.5254,7.6444,7.3471,7.5424,1861143,49430181.4,0.0057,0.0751,26.559,8.6164,575424000,N/A,2850480000,21600000,0,107000000,38.835,12.2692,2.6442,36.4394,
