����,���,����,ǰ���̼�(Ԫ),���̼�(Ԫ),��߼�(Ԫ),��ͼ�(Ԫ),���̼�(Ԫ),�ɽ���(��),�ɽ����(Ԫ),�ǵ�(Ԫ),�ǵ���(%),����(Ԫ),������(%),A����ͨ��ֵ(Ԫ),B����ͨ��ֵ(Ԫ),����ֵ(Ԫ),A����ͨ�ɱ�(��),B����ͨ�ɱ�(��),�ܹɱ�(��),��ӯ��,�о���,������,������,
002557.SZ,ǢǢʳƷ,2011-03-17,12.5586,12.5418,12.5418,12.417,12.4541,1268056,46815507.8,-0.1046,-0.8327,36.9191,3.1701,1476800000,N/A,7384000000,40000000,0,200000000,48.5468,14.0544,3.4443,-609.2827,
002557.SZ,ǢǢʳƷ,2011-03-18,12.4541,12.4541,12.5182,12.4541,12.4844,506807,18750033.4,0.0304,0.2438,36.9964,1.267,1480400000,N/A,7402000000,40000000,0,200000000,48.6652,14.0887,3.4527,-610.7679,
002557.SZ,ǢǢʳƷ,2011-03-21,12.4844,12.4811,12.4844,12.4237,12.4372,708245,26124073.1,-0.0472,-0.3783,36.8856,1.7706,1474800000,N/A,7374000000,40000000,0,200000000,48.4811,14.0354,3.4397,-608.4576,
002557.SZ,ǢǢʳƷ,2011-03-22,12.4372,12.4372,12.7678,12.4338,12.6565,1993732,74613927.5,0.2193,1.763,37.4243,4.9843,1500800000,N/A,7504000000,40000000,0,200000000,49.3358,14.2828,3.5003,-619.1844,
002557.SZ,ǢǢʳƷ,2011-03-23,12.6565,12.6329,12.6632,12.4406,12.5553,883873,32845465.2,-0.1012,-0.7996,37.1608,2.2097,1488800000,N/A,7444000000,40000000,0,200000000,48.9413,14.1686,3.4723,-614.2335,
002557.SZ,ǢǢʳƷ,2011-03-24,12.5553,12.5451,12.5991,12.4439,12.4743,805372,29841800.8,-0.081,-0.6448,37.0534,2.0134,1479200000,N/A,7396000000,40000000,0,200000000,48.6257,14.0772,3.4499,-610.2728,
002557.SZ,ǢǢʳƷ,2011-03-25,12.4743,12.4709,12.5384,12.4709,12.5283,568878,21078614.3,0.054,0.4327,37.053,1.4222,1485600000,N/A,7428000000,40000000,0,200000000,48.8361,14.1382,3.4648,-612.9133,
002557.SZ,ǢǢʳƷ,2011-03-28,12.5283,12.5283,12.5654,12.4305,12.4811,942200,34829618.7,-0.0472,-0.377,36.9663,2.3555,1480000000,N/A,7400000000,40000000,0,200000000,48.652,14.0849,3.4518,-610.6029,
002557.SZ,ǢǢʳƷ,2011-03-29,12.4811,12.4507,12.4777,12.3394,12.3799,991856,36388721.7,-0.1012,-0.8108,36.6875,2.4796,1468000000,N/A,7340000000,40000000,0,200000000,48.2575,13.9707,3.4238,-605.6521,
002557.SZ,ǢǢʳƷ,2011-03-30,12.3799,12.3799,12.3866,12.3124,12.3461,631075,23092565.3,-0.0337,-0.2725,36.5924,1.5777,1464000000,N/A,7320000000,40000000,0,200000000,48.126,13.9326,3.4145,-604.0018,
002557.SZ,ǢǢʳƷ,2011-03-31,12.3461,12.3293,12.3934,12.2146,12.2281,582579,21201575.7,-0.1181,-0.9563,36.3926,1.4564,1450000000,N/A,7250000000,40000000,0,200000000,47.6658,13.7994,3.3818,-598.2258,
002557.SZ,ǢǢʳƷ,2011-04-01,12.2281,12.2685,12.2989,12.2179,12.2854,322818,11724435.8,0.0573,0.469,36.319,0.807,1456800000,N/A,7284000000,40000000,0,200000000,47.8894,13.8641,3.3977,-601.0313,
002557.SZ,ǢǢʳƷ,2011-04-06,12.2854,12.2854,12.2854,12.2854,12.2854,N/A,N/A,0,0,N/A,N/A,1456800000,N/A,7284000000,40000000,0,200000000,47.8894,13.8641,3.3977,-601.0313,
002557.SZ,ǢǢʳƷ,2011-04-07,12.2854,12.2854,12.3967,12.2483,12.3394,485626,17738353.4,0.054,0.4393,36.5268,1.2141,1463200000,N/A,7316000000,40000000,0,200000000,48.0997,13.925,3.4126,-603.6718,
002557.SZ,ǢǢʳƷ,2011-04-08,12.3394,12.3394,12.3934,12.282,12.3326,389397,14232106.6,-0.0067,-0.0547,36.5491,0.9735,1462400000,N/A,7312000000,40000000,0,200000000,48.0735,13.9174,3.4107,-603.3417,
002557.SZ,ǢǢʳƷ,2011-04-11,12.3326,12.3461,12.3765,12.2989,12.3124,402729,14710010.8,-0.0202,-0.1641,36.5258,1.0068,1460000000,N/A,7300000000,40000000,0,200000000,47.9946,13.8945,3.4051,-602.3515,
002557.SZ,ǢǢʳƷ,2011-04-12,12.3124,12.3056,12.3731,12.2854,12.3428,433470,15827774.3,0.0304,0.2466,36.5141,1.0837,1463600000,N/A,7318000000,40000000,0,200000000,48.1129,13.9288,3.4135,-603.8368,
002557.SZ,ǢǢʳƷ,2011-04-13,12.3428,12.3124,12.3967,12.3056,12.3967,396699,14523716.3,0.054,0.4373,36.6114,0.9917,1470000000,N/A,7350000000,40000000,0,200000000,48.3233,13.9897,3.4285,-606.4772,
002557.SZ,ǢǢʳƷ,2011-04-14,12.3967,12.4001,12.4305,12.3529,12.3866,426855,15668164.3,-0.0101,-0.0816,36.7061,1.0671,1468800000,N/A,7344000000,40000000,0,200000000,48.2838,13.9783,3.4257,-605.9821,
002557.SZ,ǢǢʳƷ,2011-04-15,12.3866,12.3124,12.3326,12.1404,12.1538,976776,35338262.8,-0.2328,-1.8791,36.1785,2.4419,1441200000,N/A,7206000000,40000000,0,200000000,47.3765,13.7156,3.3613,-594.5952,
002557.SZ,ǢǢʳƷ,2011-04-18,12.1538,12.1741,12.1876,12.0763,12.0999,587178,21078908.6,-0.054,-0.4441,35.8987,1.4679,1434800000,N/A,7174000000,40000000,0,200000000,47.1662,13.6547,3.3464,-591.9548,
002557.SZ,ǢǢʳƷ,2011-04-19,12.0999,12.0527,12.0527,11.9616,12.0021,576693,20494987.9,-0.0978,-0.8085,35.5388,1.4417,1423200000,N/A,7116000000,40000000,0,200000000,46.7848,13.5443,3.3193,-587.1689,
002557.SZ,ǢǢʳƷ,2011-04-20,12.0021,11.9751,12.0425,11.9717,12.029,332117,11822686.1,0.027,0.2248,35.598,0.8303,1426400000,N/A,7132000000,40000000,0,200000000,46.89,13.5748,3.3268,-588.4892,
002557.SZ,ǢǢʳƷ,2011-04-21,12.029,12.029,12.0392,11.9717,11.9919,387237,13768483.5,-0.0371,-0.3085,35.5557,0.9681,1422000000,N/A,7110000000,40000000,0,200000000,46.7454,13.5329,3.3165,-586.6739,
002557.SZ,ǢǢʳƷ,2011-04-22,11.9919,11.9852,11.9852,11.911,11.9751,517509,18332196.7,-0.0169,-0.1406,35.4239,1.2938,1420000000,N/A,7100000000,40000000,0,200000000,46.6796,13.5139,3.3118,-585.8488,
002557.SZ,ǢǢʳƷ,2011-04-25,11.9751,11.9582,11.9784,11.8098,11.8131,456709,16044215.1,-0.1619,-1.3521,35.1301,1.1418,1400800000,N/A,7004000000,40000000,0,200000000,46.0485,13.3311,3.2671,-577.9274,
002557.SZ,ǢǢʳƷ,2011-04-26,11.8131,11.8131,11.8368,11.4691,11.6445,788130,27164765.4,-0.1687,-1.4278,34.4674,1.9703,1380800000,N/A,6904000000,40000000,0,200000000,45.391,13.1408,3.2204,-569.676,
002557.SZ,ǢǢʳƷ,2011-04-27,11.6445,11.5467,11.6411,11.5399,11.5939,386868,13272692.9,-0.0506,-0.4345,34.3081,0.9672,1374800000,N/A,6874000000,40000000,0,200000000,45.1938,13.0837,3.2064,-567.2006,
002557.SZ,ǢǢʳƷ,2011-04-28,11.5939,11.6377,11.6377,11.3476,11.4691,497349,16903705.4,-0.1248,-1.0765,33.9876,1.2434,1360000000,N/A,6800000000,40000000,0,200000000,44.7073,12.9428,3.1719,-561.0945,
002557.SZ,ǢǢʳƷ,2011-04-29,11.4691,11.4623,11.4994,11.3409,11.4826,335487,11373930.9,0.0135,0.1176,33.9027,0.8387,1361600000,N/A,6808000000,40000000,0,200000000,44.7599,12.9581,3.1756,-561.7547,
002557.SZ,ǢǢʳƷ,2011-05-03,11.4826,11.5028,11.5163,11.3847,11.4994,206190,6998612.2,0.0169,0.1469,33.9425,0.5155,1363600000,N/A,6818000000,40000000,0,200000000,44.8256,12.9771,3.1803,-562.5798,
002557.SZ,ǢǢʳƷ,2011-05-04,11.4994,11.4691,11.5365,11.4185,11.5028,294862,10029167.5,0.0034,0.0293,34.0131,0.7372,1364000000,N/A,6820000000,40000000,0,200000000,44.8387,12.9809,3.1812,-562.7449,
002557.SZ,ǢǢʳƷ,2011-05-05,11.5028,11.4623,11.6985,11.4522,11.6411,489361,16859282.9,0.1383,1.2023,34.4516,1.2234,1380400000,N/A,6902000000,40000000,0,200000000,45.3779,13.137,3.2195,-569.511,
002557.SZ,ǢǢʳƷ,2011-05-06,11.6411,11.6175,11.6479,11.5433,11.5871,224733,7724927.8,-0.054,-0.4636,34.3738,0.5618,1374000000,N/A,6870000000,40000000,0,200000000,45.1675,13.0761,3.2046,-566.8705,
002557.SZ,ǢǢʳƷ,2011-05-09,11.5871,11.604,11.7322,11.604,11.6209,219750,7604800.5,0.0337,0.2911,34.6066,0.5494,1378000000,N/A,6890000000,40000000,0,200000000,45.299,13.1141,3.2139,-568.5208,
002557.SZ,ǢǢʳƷ,2011-05-10,11.6209,11.631,11.6647,11.4994,11.5129,228699,7825574.9,-0.1079,-0.9289,34.2178,0.5717,1365200000,N/A,6826000000,40000000,0,200000000,44.8782,12.9923,3.184,-563.2399,
002557.SZ,ǢǢʳƷ,2011-05-11,11.5129,11.4691,11.5433,11.4691,11.5028,123360,4208725.6,-0.0101,-0.0879,34.1174,0.3084,1364000000,N/A,6820000000,40000000,0,200000000,44.8387,12.9809,3.1812,-562.7449,
002557.SZ,ǢǢʳƷ,2011-05-12,11.5028,11.4859,11.4859,11.3611,11.3611,271237,9175897.9,-0.1417,-1.2317,33.8298,0.6781,1347200000,N/A,6736000000,40000000,0,200000000,44.2865,12.821,3.1421,-555.8137,
002557.SZ,ǢǢʳƷ,2011-05-13,11.3611,11.3645,11.3814,11.1722,11.3139,301964,10100426.8,-0.0472,-0.4157,33.4491,0.7549,1341600000,N/A,6708000000,40000000,0,200000000,44.1024,12.7677,3.129,-553.5033,
002557.SZ,ǢǢʳƷ,2011-05-16,11.3139,11.3814,11.3814,11.2532,11.2802,200147,6718015.6,-0.0337,-0.2982,33.5654,0.5004,1337600000,N/A,6688000000,40000000,0,200000000,43.9709,12.7297,3.1197,-551.853,
002557.SZ,ǢǢʳƷ,2011-05-17,11.2802,11.3004,11.3004,11.1722,11.2228,165402,5502928.6,-0.0573,-0.5084,33.27,0.4135,1330800000,N/A,6654000000,40000000,0,200000000,43.7474,12.665,3.1038,-549.0475,
002557.SZ,ǢǢʳƷ,2011-05-18,11.2228,11.2228,11.3679,11.2228,11.351,214077,7190632.8,0.1282,1.1422,33.589,0.5352,1346000000,N/A,6730000000,40000000,0,200000000,44.247,12.8096,3.1393,-555.3186,
002557.SZ,ǢǢʳƷ,2011-05-19,11.351,11.351,11.3611,11.2835,11.324,129141,4333757.1,-0.027,-0.2377,33.5583,0.3229,1342800000,N/A,6714000000,40000000,0,200000000,44.1418,12.7792,3.1318,-553.9984,
002557.SZ,ǢǢʳƷ,2011-05-20,11.324,11.2667,11.3341,11.2329,11.2431,132750,4432404.5,-0.081,-0.7149,33.3891,0.3319,1333200000,N/A,6666000000,40000000,0,200000000,43.8263,12.6878,3.1094,-550.0377,
002557.SZ,ǢǢʳƷ,2011-05-23,11.2431,11.2026,11.2026,10.7506,10.7506,340850,11076173,-0.4925,-4.3804,32.4957,0.8521,1274800000,N/A,6374000000,40000000,0,200000000,41.9065,12.132,2.9732,-525.9437,
002557.SZ,ǢǢʳƷ,2011-05-24,10.7506,10.6527,10.7236,10.6224,10.7202,198245,6264366.8,-0.0304,-0.2824,31.5991,0.4956,1271200000,N/A,6356000000,40000000,0,200000000,41.7881,12.0978,2.9648,-524.4584,
002557.SZ,ǢǢʳƷ,2011-05-25,10.7202,10.6696,10.727,10.4672,10.4807,173569,5459548.6,-0.2395,-2.2341,31.4546,0.4339,1242800000,N/A,6214000000,40000000,0,200000000,40.8545,11.8275,2.8986,-512.7414,
002557.SZ,ǢǢʳƷ,2011-05-26,10.4807,10.5246,10.6595,10.3896,10.3896,184109,5733900,-0.0911,-0.869,31.1441,0.4603,1232000000,N/A,6160000000,40000000,0,200000000,40.4995,11.7247,2.8734,-508.2857,
002557.SZ,ǢǢʳƷ,2011-05-27,10.3896,10.1198,10.2884,9.9511,10.0051,350732,10456379.3,-0.3846,-3.7013,29.813,0.8768,1186400000,N/A,5932000000,40000000,0,200000000,39.0005,11.2907,2.767,-489.4725,
002557.SZ,ǢǢʳƷ,2011-05-30,10.0051,10.0388,10.0388,9.8499,9.9309,186650,5498451,-0.0742,-0.7417,29.4586,0.4666,1177600000,N/A,5888000000,40000000,0,200000000,38.7112,11.207,2.7465,-485.8419,
002557.SZ,ǢǢʳƷ,2011-05-31,9.9309,9.9477,10.0118,9.8499,10.0085,182859,5381014,0.0776,0.7812,29.4271,0.4571,1186800000,N/A,5934000000,40000000,0,200000000,39.0137,11.2945,2.768,-489.6375,
002557.SZ,ǢǢʳƷ,2011-06-01,10.0085,9.9848,10.0827,9.9545,10.0827,230650,6862867.7,0.0742,0.7415,29.7545,0.5766,1195600000,N/A,5978000000,40000000,0,200000000,39.3029,11.3783,2.7885,-493.2681,
002557.SZ,ǢǢʳƷ,2011-06-02,10.0827,10.0287,10.0287,9.6441,9.7858,697342,20264511.5,-0.2968,-2.9441,29.0596,1.3947,1450500000,N/A,5802000000,50000000,0,200000000,38.1458,11.0433,2.7064,-478.7457,
002557.SZ,ǢǢʳƷ,2011-06-03,9.7858,9.7858,9.8668,9.6914,9.7926,491359,14284236.7,0.0067,0.0689,29.0709,0.9827,1451500000,N/A,5806000000,50000000,0,200000000,38.1721,11.0509,2.7082,-479.0757,
002557.SZ,ǢǢʳƷ,2011-06-07,9.7926,9.8297,9.8735,9.6947,9.7487,568174,16494148.3,-0.0439,-0.4478,29.0301,1.1363,1445000000,N/A,5780000000,50000000,0,200000000,38.0012,11.0014,2.6961,-476.9304,
002557.SZ,ǢǢʳƷ,2011-06-08,9.7487,9.6779,9.7588,9.5058,9.6138,826577,23540676.3,-0.1349,-1.3841,28.4797,1.6532,1425000000,N/A,5700000000,50000000,0,200000000,37.4752,10.8491,2.6588,-470.3293,
002557.SZ,ǢǢʳƷ,2011-06-09,9.6138,9.6138,9.9511,9.5227,9.8196,1241765,36201659.7,0.2058,2.1404,29.1534,2.4835,1455500000,N/A,5822000000,50000000,0,200000000,38.2773,11.0814,2.7157,-480.396,
002557.SZ,ǢǢʳƷ,2011-06-10,9.8196,9.8196,10.1198,9.6813,10.1164,987794,29120561.9,0.2968,3.023,29.4804,1.9756,1499500000,N/A,5998000000,50000000,0,200000000,39.4344,11.4163,2.7978,-494.9184,
002557.SZ,ǢǢʳƷ,2011-06-13,10.1164,10.0219,10.2547,9.8971,10.1704,766327,22962408.6,0.054,0.5335,29.9642,1.5327,1507500000,N/A,6030000000,50000000,0,200000000,39.6448,11.4773,2.8127,-497.5589,
002557.SZ,ǢǢʳƷ,2011-06-14,10.1704,10.1569,10.2513,10.0152,10.2176,695199,20873070,0.0472,0.4643,30.0246,1.3904,1514500000,N/A,6058000000,50000000,0,200000000,39.8289,11.5306,2.8258,-499.8693,
002557.SZ,ǢǢʳƷ,2011-06-15,10.2176,10.1029,10.2142,9.9579,9.9579,434350,12951886.1,-0.2597,-2.5421,29.819,0.8687,1476000000,N/A,5904000000,50000000,0,200000000,38.8164,11.2374,2.754,-487.1621,
002557.SZ,ǢǢʳƷ,2011-06-16,9.9579,10.0186,10.0186,9.6172,9.6543,444943,12937194.6,-0.3036,-3.0488,29.0761,0.8899,1431000000,N/A,5724000000,50000000,0,200000000,37.633,10.8948,2.67,-472.3096,
002557.SZ,ǢǢʳƷ,2011-06-17,9.6543,9.7116,9.7791,9.2798,9.3068,836472,23561149.1,-0.3474,-3.5989,28.1673,1.6729,1379500000,N/A,5518000000,50000000,0,200000000,36.2786,10.5027,2.5739,-455.3117,
002557.SZ,ǢǢʳƷ,2011-06-20,9.3068,9.3507,9.4957,9.29,9.4789,570139,15913858.3,0.172,1.8485,27.9122,1.1403,1405000000,N/A,5620000000,50000000,0,200000000,36.9492,10.6969,2.6215,-463.7281,
002557.SZ,ǢǢʳƷ,2011-06-21,9.4789,9.4283,9.6745,9.4114,9.6475,527551,14984895.8,0.1687,1.7794,28.4046,1.0551,1430000000,N/A,5720000000,50000000,0,200000000,37.6067,10.8872,2.6681,-471.9796,
002557.SZ,ǢǢʳƷ,2011-06-22,9.6475,9.6475,9.6813,9.607,9.6307,141826,4052229.5,-0.0169,-0.1748,28.5718,0.2837,1427500000,N/A,5710000000,50000000,0,200000000,37.5409,10.8682,2.6635,-471.1544,
002557.SZ,ǢǢʳƷ,2011-06-23,9.6307,9.6307,9.7791,9.5058,9.769,393928,11291911.1,0.1383,1.4361,28.6649,0.7879,1448000000,N/A,5792000000,50000000,0,200000000,38.0801,11.0243,2.7017,-477.9206,
002557.SZ,ǢǢʳƷ,2011-06-24,9.769,9.715,10.0759,9.6678,9.9039,638531,18767103.4,0.1349,1.3812,29.3911,1.2771,1468000000,N/A,5872000000,50000000,0,200000000,38.606,11.1765,2.739,-484.5217,
002557.SZ,ǢǢʳƷ,2011-06-27,9.9039,9.9039,10.0186,9.8971,9.9309,312639,9218317.3,0.027,0.2725,29.4855,0.6253,1472000000,N/A,5888000000,50000000,0,200000000,38.7112,11.207,2.7465,-485.8419,
002557.SZ,ǢǢʳƷ,2011-06-28,9.9309,9.9342,9.9646,9.7824,9.8668,260144,7600966.8,-0.0641,-0.6454,29.2183,0.5203,1462500000,N/A,5850000000,50000000,0,200000000,38.4614,11.1347,2.7288,-482.7064,
002557.SZ,ǢǢʳƷ,2011-06-29,9.8668,9.8668,10.0017,9.7858,9.9174,369800,10869389.2,0.0506,0.5128,29.3926,0.7396,1470000000,N/A,5880000000,50000000,0,200000000,38.6586,11.1918,2.7428,-485.1818,
002557.SZ,ǢǢʳƷ,2011-06-30,9.9174,9.9342,10.0388,9.7824,10.0388,440573,12995281.1,0.1214,1.2245,29.4963,0.8898,1473601992.96,N/A,5952000000,49516196,0,200000000,39.132,11.3288,2.7764,-491.1228,
002557.SZ,ǢǢʳƷ,2011-07-01,10.0388,10.0354,10.1636,10.0017,10.0894,398563,11923751.1,0.0506,0.504,29.9169,0.8049,1481029422.36,N/A,5982000000,49516196,0,200000000,39.3292,11.3859,2.7903,-493.5982,
002557.SZ,ǢǢʳƷ,2011-07-04,10.0894,10.0928,10.2884,10.0523,10.2884,604072,18284069.7,0.199,1.9726,30.268,1.2199,1510243978,N/A,6100000000,49516196,0,200000000,40.105,11.6105,2.8454,-503.3348,
002557.SZ,ǢǢʳƷ,2011-07-05,10.2884,10.2884,10.3357,10.2176,10.2952,323866,9878592.8,0.0067,0.0656,30.5021,0.6541,1511234301.92,N/A,6104000000,49516196,0,200000000,40.1313,11.6181,2.8473,-503.6649,
002557.SZ,ǢǢʳƷ,2011-07-06,10.2952,10.2952,10.2952,10.2952,10.2952,N/A,N/A,0,0,N/A,N/A,1511234301.92,N/A,6104000000,49516196,0,200000000,40.1313,11.6181,2.8473,-503.6649,
002557.SZ,ǢǢʳƷ,2011-07-07,10.2952,10.4571,11.2667,10.4571,10.8417,1897362,61715783.9,0.5465,5.308,32.5272,3.8318,1591450539.44,N/A,6428000000,49516196,0,200000000,42.2615,12.2348,2.9984,-530.3994,
002557.SZ,ǢǢʳƷ,2011-07-08,10.8417,10.7641,11.0643,10.6865,10.9294,712278,23043866.1,0.0877,0.809,32.3523,1.4385,1604324750.4,N/A,6480000000,49516196,0,200000000,42.6034,12.3338,3.0226,-534.6901,
002557.SZ,ǢǢʳƷ,2011-07-11,10.9294,10.9665,11.3915,10.9665,11.324,1714823,57132121.1,0.3947,3.6111,33.3166,3.4632,1662258699.72,N/A,6714000000,49516196,0,200000000,44.1418,12.7792,3.1318,-553.9984,
002557.SZ,ǢǢʳƷ,2011-07-12,11.324,11.2498,11.2498,10.9968,11.0069,881568,28976484.1,-0.3171,-2.8001,32.8693,1.7804,1615713475.48,N/A,6526000000,49516196,0,200000000,42.9058,12.4213,3.0441,-538.4858,
002557.SZ,ǢǢʳƷ,2011-07-13,11.0069,10.9901,11.4353,10.9901,11.4185,1367127,45946725.9,0.4115,3.7389,33.6082,2.761,1676123234.6,N/A,6770000000,49516196,0,200000000,44.51,12.8857,3.1579,-558.6191,
002557.SZ,ǢǢʳƷ,2011-07-14,11.4185,11.4623,11.658,11.2869,11.4792,1240746,42212522.8,0.0607,0.5318,34.0219,2.5057,1685036149.88,N/A,6806000000,49516196,0,200000000,44.7467,12.9543,3.1747,-561.5897,
002557.SZ,ǢǢʳƷ,2011-07-15,11.4792,11.351,11.5973,11.3476,11.459,1145671,39115847.2,-0.0202,-0.1763,34.1423,2.3137,1682065178.12,N/A,6794000000,49516196,0,200000000,44.6678,12.9314,3.1691,-560.5995,
002557.SZ,ǢǢʳƷ,2011-07-18,11.459,11.4353,11.6108,11.4016,11.5703,909393,31032094.8,0.1113,0.9714,34.124,1.8366,1698405522.8,N/A,6860000000,49516196,0,200000000,45.1017,13.057,3.1999,-566.0454,
002557.SZ,ǢǢʳƷ,2011-07-19,11.5703,11.4725,11.5264,11.1318,11.1486,962733,32046650.6,-0.4217,-3.6443,33.2872,1.9443,1636510277.8,N/A,6610000000,49516196,0,200000000,43.4581,12.5812,3.0833,-545.4169,
002557.SZ,ǢǢʳƷ,2011-07-20,11.1486,11.2363,11.7457,11.0609,11.7457,1657528,55921443.3,0.5971,5.3555,33.7379,3.3474,1724153944.72,N/A,6964000000,49516196,0,200000000,45.7855,13.255,3.2484,-574.6268,
002557.SZ,ǢǢʳƷ,2011-07-21,11.7457,11.7052,11.8739,11.5703,11.6883,1445407,50298418.2,-0.0573,-0.4882,34.7988,2.9191,1715736191.4,N/A,6930000000,49516196,0,200000000,45.562,13.1903,3.2325,-571.8214,
002557.SZ,ǢǢʳƷ,2011-07-22,11.6883,11.6445,12.0796,11.6445,12.0257,2284611,80936549.1,0.3373,2.886,35.4268,4.6139,1765252387.4,N/A,7130000000,49516196,0,200000000,46.8769,13.571,3.3258,-588.3242,
002557.SZ,ǢǢʳƷ,2011-07-25,12.0257,11.9852,12.137,11.6715,11.7558,1115077,39431768.8,-0.2699,-2.244,35.3624,2.2519,1725639430.6,N/A,6970000000,49516196,0,200000000,45.8249,13.2664,3.2512,-575.1219,
002557.SZ,ǢǢʳƷ,2011-07-26,11.7558,11.7929,11.9211,11.4893,11.5298,1356492,46944076.9,-0.226,-1.9225,34.607,2.7395,1692463579.28,N/A,6836000000,49516196,0,200000000,44.9439,13.0114,3.1887,-564.0651,
002557.SZ,ǢǢʳƷ,2011-07-27,11.5298,11.5197,11.523,11.098,11.4016,2091748,69812831.8,-0.1282,-1.1118,33.3754,4.2244,1673647424.8,N/A,6760000000,49516196,0,200000000,44.4443,12.8667,3.1532,-557.794,
002557.SZ,ǢǢʳƷ,2011-07-28,11.4016,11.3679,11.7997,11.3004,11.4792,2790562,95543899.4,0.0776,0.6805,34.2382,5.6357,1685036149.88,N/A,6806000000,49516196,0,200000000,44.7467,12.9543,3.1747,-561.5897,
002557.SZ,ǢǢʳƷ,2011-07-29,11.4792,11.4353,11.631,11.2768,11.4353,1149242,39006871.1,-0.0439,-0.382,33.9414,2.3209,1678599044.4,N/A,6780000000,49516196,0,200000000,44.5758,12.9048,3.1626,-559.4443,
002557.SZ,ǢǢʳƷ,2011-08-01,11.4353,11.5635,11.5635,11.0643,11.3341,1419669,47042342.9,-0.1012,-0.885,33.1361,2.8671,1663744185.6,N/A,6720000000,49516196,0,200000000,44.1813,12.7906,3.1346,-554.4935,
002557.SZ,ǢǢʳƷ,2011-08-02,11.3341,11.3341,11.3341,11.0946,11.2329,554558,18445178.2,-0.1012,-0.8929,33.261,1.12,1648889326.8,N/A,6660000000,49516196,0,200000000,43.7868,12.6764,3.1066,-549.5426,
002557.SZ,ǢǢʳƷ,2011-08-03,11.2329,11.1925,11.3679,11.1318,11.3578,775614,25982498.9,0.1248,1.1111,33.4993,1.5664,1667210319.32,N/A,6734000000,49516196,0,200000000,44.2733,12.8172,3.1411,-555.6486,
002557.SZ,ǢǢʳƷ,2011-08-04,11.3578,11.3982,11.5939,11.297,11.4084,710862,24105769.9,0.0506,0.4455,33.9106,1.4356,1674637748.72,N/A,6764000000,49516196,0,200000000,44.4706,12.8743,3.1551,-558.1241,
