¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
002219.SZ,∫„øµ“Ω¡∆,2008-03-06,N/A,1.6016,1.8018,1.5215,1.7137,15415402,409287475.4,N/A,N/A,26.5506,82.3472,520790400,N/A,2598388000,18720000,0,93400000,76.8828,18.2057,13.1078,95.2188,
002219.SZ,∫„øµ“Ω¡∆,2008-03-07,1.7137,1.6139,1.71,1.5881,1.5949,7773594,206381197.9,-0.1189,-6.9375,26.549,41.5256,484660800,N/A,2418126000,18720000,0,93400000,71.5491,16.9427,12.1985,88.613,
002219.SZ,∫„øµ“Ω¡∆,2008-03-10,1.5949,1.5215,1.5259,1.4353,1.4526,5517903,130590678.3,-0.1423,-8.9224,23.6667,29.476,441417600,N/A,2202372000,18720000,0,93400000,65.1652,15.431,11.1101,80.7066,
002219.SZ,∫„øµ“Ω¡∆,2008-03-11,1.4526,1.4168,1.4753,1.3614,1.4599,2526513,58179850.8,0.0074,0.5089,23.0277,13.4963,443664000,N/A,2213580000,18720000,0,93400000,65.4968,15.5096,11.1666,81.1174,
002219.SZ,∫„øµ“Ω¡∆,2008-03-12,1.4599,1.4729,1.5092,1.362,1.3675,2172051,49883298.7,-0.0924,-6.3291,22.966,11.6028,415584000,N/A,2073480000,18720000,0,93400000,61.3515,14.5279,10.4599,75.9833,
002219.SZ,∫„øµ“Ω¡∆,2008-03-13,1.3675,1.3355,1.4994,1.325,1.4716,3907789,91458690.8,0.1041,7.6126,23.4042,20.8749,447220800,N/A,2231326000,18720000,0,93400000,66.0219,15.6339,11.2561,81.7677,
002219.SZ,∫„øµ“Ω¡∆,2008-03-14,1.4716,1.4181,1.4969,1.4094,1.4131,2027770,47810934.2,-0.0585,-3.9766,23.5781,10.8321,429436800,N/A,2142596000,18720000,0,93400000,63.3965,15.0122,10.8085,78.5161,
002219.SZ,∫„øµ“Ω¡∆,2008-03-17,1.4131,1.3614,1.391,1.2721,1.2721,2370855,50338241.2,-0.1411,-9.9826,21.2321,12.6648,386568000,N/A,1928710000,18720000,0,93400000,57.0679,13.5136,9.7296,70.6782,
002219.SZ,∫„øµ“Ω¡∆,2008-03-18,1.2721,1.2369,1.2912,1.1507,1.176,1901891,37266123.2,-0.0961,-7.5545,19.5942,10.1597,357364800,N/A,1783006000,18720000,0,93400000,52.7567,12.4927,8.9945,65.3388,
002219.SZ,∫„øµ“Ω¡∆,2008-03-19,1.176,1.2049,1.2567,1.1766,1.2031,1701306,33427717.8,0.0271,2.3049,19.6483,9.0882,365601600,N/A,1824102000,18720000,0,93400000,53.9727,12.7807,9.2019,66.8448,
002219.SZ,∫„øµ“Ω¡∆,2008-03-20,1.2031,1.1864,1.2714,1.102,1.2413,1892263,36319833.5,0.0382,3.1746,19.1939,10.1082,377208000,N/A,1882010000,18720000,0,93400000,55.6861,13.1864,9.494,68.9669,
002219.SZ,∫„øµ“Ω¡∆,2008-03-21,1.2413,1.2166,1.2936,1.2074,1.2511,1834523,37350448.2,0.0099,0.794,20.3598,9.7998,380203200,N/A,1896954000,18720000,0,93400000,56.1283,13.2911,9.5694,69.5145,
002219.SZ,∫„øµ“Ω¡∆,2008-03-24,1.2511,1.2628,1.2875,1.224,1.2259,1180435,24014948,-0.0253,-2.0187,20.3442,6.3057,372528000,N/A,1858660000,18720000,0,93400000,54.9952,13.0228,9.3762,68.1112,
002219.SZ,∫„øµ“Ω¡∆,2008-03-25,1.2259,1.2105,1.3484,1.1772,1.3484,2014280,42590987.3,0.1226,10,21.1445,10.76,409780800,N/A,2044526000,18720000,0,93400000,60.4948,14.3251,10.3138,74.9223,
002219.SZ,∫„øµ“Ω¡∆,2008-03-26,1.3484,1.41,1.4704,1.3805,1.4113,4450932,102932172.5,0.0628,4.6597,23.126,23.7763,428875200,N/A,2139794000,18720000,0,93400000,63.3136,14.9926,10.7944,78.4134,
002219.SZ,∫„øµ“Ω¡∆,2008-03-27,1.4113,1.4057,1.4057,1.2942,1.2967,2235252,49107008.6,-0.1146,-8.1187,21.9693,11.9404,394056000,N/A,1966070000,18720000,0,93400000,58.1734,13.7754,9.918,72.0473,
