´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
300275.SZ,Ã·°²É­,2011-11-02,N/A,13.266,14.0921,13.1896,13.9012,10732329,420660114.3,N/A,N/A,39.1956,91.1838,471388500,N/A,2349733500,11770000,0,58670000,55.2225,23.3311,17.9471,133.5309,
300275.SZ,Ã·°²É­,2011-11-03,13.9012,14.2309,15.0743,14.0226,14.0226,7090109,294819159.5,0.1215,0.8739,41.5818,60.2388,475508000,N/A,2370268000,11770000,0,58670000,55.7051,23.535,18.1039,134.6978,
300275.SZ,Ã·°²É­,2011-11-04,14.0226,14.0226,14.4253,13.8873,14.224,3891321,158826197,0.2013,1.4356,40.8155,33.0614,482334600,N/A,2404296600,11770000,0,58670000,56.5048,23.8728,18.3638,136.6316,
300275.SZ,Ã·°²É­,2011-11-07,14.224,13.8838,14.0921,13.5541,13.9741,2707812,107641570.1,-0.2499,-1.757,39.7522,23.006,473860200,N/A,2362054200,11770000,0,58670000,55.5121,23.4534,18.0412,134.231,
300275.SZ,Ã·°²É­,2011-11-08,13.9741,13.8873,15.0917,13.8144,14.6162,4679479,195386174.1,0.6421,4.5951,41.7538,39.7577,495634700,N/A,2470593700,11770000,0,58670000,58.0629,24.5311,18.8702,140.3991,
300275.SZ,Ã·°²É­,2011-11-09,14.6162,14.5155,14.9147,14.3073,14.8973,3262642,137412011.3,0.2811,1.9235,42.1168,27.72,505168400,N/A,2518116400,11770000,0,58670000,59.1798,25.003,19.2332,143.0998,
300275.SZ,Ã·°²É­,2011-11-10,14.8973,14.6301,15.411,14.6196,14.991,3565447,153587091.2,0.0937,0.6291,43.0765,30.2927,508346300,N/A,2533957300,11770000,0,58670000,59.5521,25.1603,19.3542,144,
300275.SZ,Ã·°²É­,2011-11-11,14.991,14.998,15.0917,14.2691,14.3559,2913691,122530088.3,-0.6352,-4.2371,42.0532,24.7552,486807200,N/A,2426591200,11770000,0,58670000,57.0288,24.0942,18.5341,137.8986,
300275.SZ,Ã·°²É­,2011-11-14,14.3559,14.5745,14.8348,14.4253,14.6821,2494932,105091702.3,0.3263,2.2727,42.1221,21.1974,497871000,N/A,2481741000,11770000,0,58670000,58.3249,24.6418,18.9553,141.0326,
300275.SZ,Ã·°²É­,2011-11-15,14.6821,14.519,14.7377,14.3663,14.578,1639643,68624901.9,-0.1041,-0.7092,41.8536,13.9307,494340000,N/A,2464140000,11770000,0,58670000,57.9113,24.467,18.8209,140.0324,
300275.SZ,Ã·°²É­,2011-11-16,14.578,14.5745,14.9806,14.2517,14.3975,1459542,61658007.9,-0.1805,-1.2381,42.2448,12.4005,488219600,N/A,2433631600,11770000,0,58670000,57.1943,24.1641,18.5879,138.2987,
300275.SZ,Ã·°²É­,2011-11-17,14.3975,14.3038,15.1542,14.3038,14.8696,2878868,122871573.8,0.472,3.2787,42.6805,24.4594,504226800,N/A,2513422800,11770000,0,58670000,59.0695,24.9564,19.1973,142.833,
300275.SZ,Ã·°²É­,2011-11-18,14.8696,15.1715,15.89,15.1091,15.2722,4427018,196340205.6,0.4026,2.7077,44.3504,37.6127,517880000,N/A,2581480000,11770000,0,58670000,60.6689,25.6321,19.7171,146.7006,
300275.SZ,Ã·°²É­,2011-11-21,15.2722,15.1438,15.3069,14.1302,14.9945,2033356,86782377.9,-0.2777,-1.8182,42.6794,17.2758,508464000,N/A,2534544000,11770000,0,58670000,59.5659,25.1661,19.3586,144.0333,
300275.SZ,Ã·°²É­,2011-11-22,14.9945,14.7342,14.873,14.0851,14.3836,1760034,73192523.6,-0.6109,-4.0741,41.5859,14.9536,487748800,N/A,2431284800,11770000,0,58670000,57.1391,24.1408,18.57,138.1653,
300275.SZ,Ã·°²É­,2011-11-23,14.3836,14.5225,15.0986,14.4496,14.5433,1385511,58783707.5,0.1597,1.11,42.4275,11.7715,493163000,N/A,2458273000,11770000,0,58670000,57.7734,24.4088,18.7761,139.699,
300275.SZ,Ã·°²É­,2011-11-24,14.5433,14.2309,14.5433,14.1129,14.4218,1030706,42566617.6,-0.1215,-0.8353,41.2985,8.7571,489043500,N/A,2437738500,11770000,0,58670000,57.2908,24.2049,18.6192,138.532,
300275.SZ,Ã·°²É­,2011-11-25,14.4218,14.3663,14.4982,13.7797,13.8248,1359999,55115251.9,-0.597,-4.1396,40.526,11.5548,468799100,N/A,2336826100,11770000,0,58670000,54.9192,23.2029,17.8485,132.7974,
300275.SZ,Ã·°²É­,2011-11-28,13.8248,13.8179,14.158,13.7797,13.8144,737820,29577187.8,-0.0104,-0.0753,40.0873,6.2686,468446000,N/A,2335066000,11770000,0,58670000,54.8778,23.1854,17.835,132.6974,
300275.SZ,Ã·°²É­,2011-11-29,13.8144,13.9498,14.3697,13.8838,14.2378,1055995,43118344.8,0.4235,3.0653,40.832,8.9719,482805400,N/A,2406643400,11770000,0,58670000,56.56,23.8961,18.3817,136.765,
300275.SZ,Ã·°²É­,2011-11-30,14.2378,14.3003,14.4253,13.0577,13.3632,1397467,55465514.6,-0.8747,-6.1433,39.69,11.8731,453145000,N/A,2258795000,11770000,0,58670000,53.0853,22.4281,17.2525,128.363,
300275.SZ,Ã·°²É­,2011-12-01,13.3632,13.8491,13.8665,13.1133,13.1896,1550203,60536871.3,-0.1735,-1.2987,39.0509,13.1708,447260000,N/A,2229460000,11770000,0,58670000,52.3959,22.1368,17.0284,126.696,
300275.SZ,Ã·°²É­,2011-12-02,13.1896,12.9987,13.0334,12.6377,12.8078,772167,28546136.9,-0.3818,-2.8947,36.9689,6.5605,434313000,N/A,2164923000,11770000,0,58670000,50.8792,21.496,16.5355,123.0285,
300275.SZ,Ã·°²É­,2011-12-05,12.8078,12.6967,12.9744,12.2629,12.4087,427986,15442153.2,-0.3992,-3.1165,36.081,3.6362,420777500,N/A,2097452500,11770000,0,58670000,49.2935,20.8261,16.0202,119.1942,
300275.SZ,Ã·°²É­,2011-12-06,12.4087,12.4954,12.9467,12.3254,12.7939,520148,19044423.9,0.3853,3.1049,36.6135,4.4193,433842200,N/A,2162576200,11770000,0,58670000,50.824,21.4727,16.5176,122.8951,
300275.SZ,Ã·°²É­,2011-12-07,12.7939,12.669,13.141,12.669,13.0508,641804,24023032.4,0.2569,2.0076,37.4305,5.4529,442552000,N/A,2205992000,11770000,0,58670000,51.8444,21.9038,16.8492,125.3623,
300275.SZ,Ã·°²É­,2011-12-08,13.0508,13.1098,13.3458,12.7106,13.0751,645846,24316972,0.0243,0.1862,37.6513,5.4872,443375900,N/A,2210098900,11770000,0,58670000,51.9409,21.9446,16.8806,125.5957,
300275.SZ,Ã·°²É­,2011-12-09,13.0751,13.0716,13.6339,13.0681,13.259,634030,24468639.4,0.184,1.407,38.5922,5.3868,449614000,N/A,2241194000,11770000,0,58670000,52.6717,22.2534,17.1181,127.3628,
300275.SZ,Ã·°²É­,2011-12-12,13.259,13.1549,13.7103,13.1549,13.325,611510,23722082.7,0.0659,0.4974,38.7926,5.1955,451850300,N/A,2252341300,11770000,0,58670000,52.9336,22.364,17.2032,127.9963,
300275.SZ,Ã·°²É­,2011-12-13,13.325,13.2521,13.2625,12.846,13.082,462109,17345952.7,-0.243,-1.8234,37.5365,3.9262,443611300,N/A,2211272300,11770000,0,58670000,51.9685,21.9563,16.8895,125.6624,
300275.SZ,Ã·°²É­,2011-12-14,13.082,12.9814,13.266,12.7384,12.8078,277503,10376288.4,-0.2742,-2.096,37.3916,2.3577,434313000,N/A,2164923000,11770000,0,58670000,50.8792,21.496,16.5355,123.0285,
300275.SZ,Ã·°²É­,2011-12-15,12.8078,12.7453,12.9467,12.4954,12.4954,312875,11456804.9,-0.3124,-2.439,36.6178,2.6582,423720000,N/A,2112120000,11770000,0,58670000,49.6382,20.9718,16.1322,120.0278,
