´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-05-28,N/A,1.9878,2.5688,1.9878,2.2436,3807700,85484829,N/A,N/A,22.4505,23.7981,352160000,N/A,1383229455,16000000,0,62845500,63.9229,7.7979,7.1093,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-05-29,2.2436,2.2365,2.2365,2.1305,2.1407,752200,15886669.5,-0.103,-4.5888,21.1203,4.7012,336000000,N/A,1319755500,16000000,0,62845500,60.9896,7.4401,6.7831,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-06-01,2.1407,2.1029,2.1203,1.9878,2.0316,619600,12357206.6,-0.1091,-5.0952,19.9438,3.8725,318880000,N/A,1252510815,16000000,0,62845500,57.882,7.061,6.4375,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-06-02,2.0316,1.9878,2.0897,1.9857,2.0448,346600,6984212.3,0.0133,0.6523,20.1506,2.1663,320960000,N/A,1260680730,16000000,0,62845500,58.2596,7.107,6.4795,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-06-03,2.0448,2.0387,2.0887,2.0183,2.0367,210900,4263729,-0.0082,-0.3988,20.2168,1.3181,319680000,N/A,1255653090,16000000,0,62845500,58.0273,7.0787,6.4536,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-06-04,2.0367,2.0183,2.0367,1.9979,2.0081,262300,5173694.5,-0.0285,-1.4014,19.7243,1.6394,315200000,N/A,1238056350,16000000,0,62845500,57.2141,6.9795,6.3632,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-06-05,2.0081,2.0183,2.0938,2.0081,2.0856,274000,5515048.5,0.0775,3.8579,20.1279,1.7125,327360000,N/A,1285818930,16000000,0,62845500,59.4213,7.2488,6.6087,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-06-08,2.0856,2.0693,2.0999,2.051,2.053,227200,4624048.7,-0.0326,-1.564,20.3523,1.42,322240000,N/A,1265708370,16000000,0,62845500,58.4919,7.1354,6.5053,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-06-09,2.053,2.0397,2.0693,2.0163,2.0245,174200,3481048.5,-0.0285,-1.3903,19.9831,1.0887,317760000,N/A,1248111630,16000000,0,62845500,57.6787,7.0362,6.4149,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-06-10,2.0245,2.0285,2.1396,2.0194,2.0683,226100,4631210.3,0.0438,2.1652,20.483,1.4131,324640000,N/A,1275135195,16000000,0,62845500,58.9276,7.1885,6.5537,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-06-11,2.0683,2.0693,2.0775,2.0285,2.0285,103600,2084365.3,-0.0398,-1.9221,20.1194,0.6475,318400000,N/A,1250625450,16000000,0,62845500,57.7949,7.0504,6.4278,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-06-12,2.0285,2.0611,2.0897,2.0438,2.054,141400,2855161.7,0.0255,1.2563,20.1921,0.8838,322400000,N/A,1266336825,16000000,0,62845500,58.521,7.1389,6.5085,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-06-15,2.054,2.0387,2.0683,2.0132,2.0143,164600,3293364,-0.0398,-1.9355,20.0083,1.0288,316160000,N/A,1241827080,16000000,0,62845500,57.3883,7.0008,6.3826,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-06-16,2.0143,2.0143,2.0367,1.9878,2.0041,163900,3234938.3,-0.0102,-0.5061,19.7373,1.0244,314560000,N/A,1235542530,16000000,0,62845500,57.0979,6.9653,6.3503,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-06-17,2.0041,2.0183,2.0367,1.9878,1.9949,85300,1673373,-0.0092,-0.4578,19.6175,0.5331,313120000,N/A,1229886435,16000000,0,62845500,56.8365,6.9334,6.3212,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-06-18,1.9949,1.9979,2.0316,1.9979,2.0102,119400,2361645.3,0.0153,0.7665,19.7793,0.7463,315520000,N/A,1239313260,16000000,0,62845500,57.2721,6.9866,6.3696,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-06-19,2.0102,2.0357,2.211,2.0357,2.211,428700,9223680.1,0.2008,9.9899,21.5155,2.6794,347040000,N/A,1363118895,16000000,0,62845500,62.9936,7.6845,7.006,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-06-22,2.211,2.2803,2.4322,2.263,2.4271,1525800,35451311.3,0.2161,9.7741,23.2346,9.5363,380960000,N/A,1496351355,16000000,0,62845500,69.1506,8.4356,7.6907,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-06-23,2.4271,2.4281,2.5392,2.3445,2.4546,1030300,24996634.3,0.0275,1.134,24.2615,6.4394,385280000,N/A,1513319640,16000000,0,62845500,69.9348,8.5313,7.7779,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-06-24,2.4546,2.4546,2.4546,2.4546,2.4546,N/A,N/A,0,0,N/A,N/A,385280000,N/A,1513319640,16000000,0,62845500,69.9348,8.5313,7.7779,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-06-25,2.4546,2.528,2.7003,2.4954,2.6962,1889900,48509334.7,0.2416,9.8422,25.6677,11.8119,423200000,N/A,1662263475,16000000,0,62845500,76.8179,9.3709,8.5435,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-06-26,2.6962,2.7013,2.7013,2.6045,2.6279,617600,16017688.4,-0.0683,-2.5331,25.9354,3.86,412480000,N/A,1620156990,16000000,0,62845500,74.872,9.1336,8.327,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-06-29,2.6279,2.5994,2.6096,2.4985,2.5474,638800,15877249.6,-0.0805,-3.0644,24.8548,3.9925,399840000,N/A,1570509045,16000000,0,62845500,72.5776,8.8537,8.0719,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-06-30,2.5474,2.5494,2.5494,2.4669,2.475,322200,7830774.4,-0.0724,-2.8411,24.3041,2.0137,388480000,N/A,1525888740,16000000,0,62845500,70.5156,8.6021,7.8425,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-07-01,2.475,2.5392,2.5392,2.4669,2.476,371100,9065825.1,0.001,0.0412,24.4296,2.3194,388640000,N/A,1526517195,16000000,0,62845500,70.5446,8.6057,7.8458,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-07-02,2.476,2.4669,2.6289,2.4669,2.5392,974300,24406986.9,0.0632,2.5525,25.0508,6.0894,398560000,N/A,1565481405,16000000,0,62845500,72.3453,8.8253,8.046,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-07-03,2.5392,2.5484,2.5484,2.4689,2.4913,690900,16889061.4,-0.0479,-1.8868,24.445,4.3181,391040000,N/A,1535944020,16000000,0,62845500,70.9803,8.6588,7.8942,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-07-06,2.4913,2.4923,2.5729,2.4669,2.4811,513200,12520691.7,-0.0102,-0.4092,24.3973,3.2075,389440000,N/A,1529659470,16000000,0,62845500,70.6899,8.6234,7.8619,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-07-07,2.4811,2.4821,2.5464,2.3965,2.4832,721300,17475902.3,0.002,0.0822,24.2283,4.5081,389760000,N/A,1530916380,16000000,0,62845500,70.7479,8.6305,7.8684,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-07-08,2.4832,2.5052,2.6447,2.5052,2.5896,2288800,32524904.4,0.1064,4.2867,14.2105,7.9472,406368000,N/A,1596150009,28800000,0,113121900,73.7626,8.9982,8.2037,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-07-09,2.5896,2.5786,2.5786,2.4446,2.5602,1509500,20454439.6,-0.0294,-1.1339,13.5505,5.2413,401760000,N/A,1578050505,28800000,0,113121900,72.9261,8.8962,8.1106,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-07-10,2.5602,2.5144,2.5602,2.4556,2.5327,1921900,26233257.7,-0.0275,-1.0753,13.6496,6.6733,397440000,N/A,1561082220,28800000,0,113121900,72.142,8.8005,8.0234,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-07-13,2.5327,2.5254,2.5254,2.4134,2.4575,1330500,17824267.2,-0.0752,-2.971,13.3967,4.6198,385632000,N/A,1514702241,28800000,0,113121900,69.9986,8.5391,7.785,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-07-14,2.4575,2.441,2.4685,2.2758,2.296,1110200,14428448.4,-0.1615,-6.5721,12.9963,3.8549,360288000,N/A,1415154969,28800000,0,113121900,65.3983,7.9779,7.2734,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-07-15,2.296,2.2776,2.3602,2.2501,2.307,723400,9127772.7,0.011,0.4796,12.6179,2.5118,362016000,N/A,1421942283,28800000,0,113121900,65.7119,8.0161,7.3083,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-07-16,2.307,2.3308,2.4134,2.2941,2.3987,1059300,13791365,0.0918,3.9777,13.0193,3.6781,376416000,N/A,1478503233,28800000,0,113121900,68.3258,8.335,7.599,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-07-17,2.3987,2.3969,2.441,2.3088,2.3877,740200,9513961.2,-0.011,-0.4591,12.8532,2.5701,374688000,N/A,1471715919,28800000,0,113121900,68.0121,8.2967,7.5641,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-07-20,2.3877,2.3767,2.3767,2.2941,2.3565,564000,7148016,-0.0312,-1.3067,12.6738,1.9583,369792000,N/A,1452485196,28800000,0,113121900,67.1234,8.1883,7.4653,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-07-21,2.3565,2.2941,2.441,2.2941,2.4208,1261600,16429559.8,0.0642,2.7259,13.0228,4.3806,379872000,N/A,1492077861,28800000,0,113121900,68.9531,8.4115,7.6688,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-07-22,2.4208,2.4318,2.4575,2.3272,2.3841,2103100,27289376.3,-0.0367,-1.5163,12.9758,7.3024,374112000,N/A,1469453481,28800000,0,113121900,67.9076,8.284,7.5525,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-07-23,2.3841,2.3657,2.3804,2.2574,2.3217,2156500,27142311,-0.0624,-2.6174,12.5863,7.4878,364320000,N/A,1430992035,28800000,0,113121900,66.1302,8.0672,7.3548,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-07-24,2.3217,2.3088,2.3639,2.2941,2.351,2944300,37057375.3,0.0294,1.2648,12.5861,10.2233,368928000,N/A,1449091539,28800000,0,113121900,66.9666,8.1692,7.4478,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-07-27,2.351,2.34,2.3767,2.2574,2.3455,1887200,23803159.1,-0.0055,-0.2342,12.6129,6.5528,368064000,N/A,1445697882,28800000,0,113121900,66.8098,8.1501,7.4304,N/A,
000811.SZ,ÑÌÌ¨±ùÂÖ,1998-07-28,2.3455,2.2941,2.3474,2.2574,2.307,3807300,47377995.6,-0.0385,-1.6432,12.444,13.2198,362016000,N/A,1421942283,28800000,0,113121900,65.7119,8.0161,7.3083,N/A,
