¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-05-15,N/A,4.5352,4.9443,4.5352,4.9443,8600,84816,N/A,N/A,9.8623,0.0246,346850000,N/A,1387400000,35000000,0,140000000,25.5415,4.109,5.9393,44.7665,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-05-18,4.9443,5.4382,5.4382,5.4382,5.4382,3000,32700,0.4939,9.9899,10.9,0.0086,381500000,N/A,1526000000,35000000,0,140000000,28.0931,4.5194,6.5327,49.2387,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-05-19,5.4382,5.982,5.982,5.982,5.982,3600,43164,0.5438,10,11.99,0.0103,419650000,N/A,1678600000,35000000,0,140000000,30.9024,4.9714,7.1859,54.1625,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-05-20,5.982,6.5807,6.5807,6.5807,6.5807,2000,26380,0.5987,10.0083,13.19,0.0057,461650000,N/A,1846600000,35000000,0,140000000,33.9952,5.4689,7.9051,59.5833,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-05-21,6.5807,7.2393,7.2393,7.2393,7.2393,1700,24667,0.6586,10.0076,14.51,0.0049,507850000,N/A,2031400000,35000000,0,140000000,37.3973,6.0163,8.6962,65.5462,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-05-22,7.2393,7.9627,7.9627,7.9627,7.9627,3500,55860,0.7234,9.9931,15.96,0.01,558600000,N/A,2234400000,35000000,0,140000000,41.1344,6.6175,9.5652,72.0963,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-05-25,7.9627,8.761,8.761,8.761,8.761,1000,17560,0.7983,10.0251,17.56,0.0029,614600000,N/A,2458400000,35000000,0,140000000,45.2582,7.2809,10.5242,79.324,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-05-26,8.761,9.6391,9.6391,9.6391,9.6391,3700,71484,0.8781,10.0228,19.32,0.0106,676200000,N/A,2704800000,35000000,0,140000000,49.7943,8.0106,11.579,87.2744,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-05-27,9.6391,10.602,10.602,10.602,10.602,4900,104125,0.9629,9.9896,21.25,0.014,743750000,N/A,2975000000,35000000,0,140000000,54.7686,8.8108,12.7357,95.9928,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-05-28,10.602,11.6647,11.6647,11.6647,11.6647,14000,327320,1.0627,10.0235,23.38,0.04,818300000,N/A,3273200000,35000000,0,140000000,60.2583,9.694,14.0122,105.6147,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-05-29,11.6647,12.8322,12.8322,12.8322,12.8322,20500,527260,1.1675,10.0086,25.72,0.0586,900200000,N/A,3600800000,35000000,0,140000000,66.2893,10.6642,15.4147,116.1852,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-06-01,12.8322,14.1144,14.1144,14.1144,14.1144,6200,175398,1.2822,9.9922,28.29,0.0177,990150000,N/A,3960600000,35000000,0,140000000,72.9131,11.7298,16.9549,127.7947,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-06-02,14.1144,15.5263,15.5263,15.5263,15.5263,11200,348544,1.4119,10.0035,31.12,0.032,1089200000,N/A,4356800000,35000000,0,140000000,80.207,12.9032,18.651,140.5787,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-06-03,15.5263,17.078,17.078,17.078,17.078,17200,588756,1.5516,9.9936,34.23,0.0491,1198050000,N/A,4792200000,35000000,0,140000000,88.2225,14.1927,20.5149,154.6275,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-06-04,17.078,18.7843,18.7843,18.7843,18.7843,55300,2082045,1.7063,9.9912,37.65,0.158,1317750000,N/A,5271000000,35000000,0,140000000,97.037,15.6107,22.5646,170.0767,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-06-05,18.7843,20.6652,20.6652,20.6652,20.6652,26900,1114198,1.8809,10.0133,41.42,0.0769,1449700000,N/A,5798800000,35000000,0,140000000,106.7536,17.1739,24.8241,187.107,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-06-08,20.6652,22.7307,22.7307,22.7307,22.7307,28300,1289348,2.0655,9.9952,45.56,0.0809,1594600000,N/A,6378400000,35000000,0,140000000,117.4238,18.8904,27.3053,205.8086,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-06-09,22.7307,25.0058,25.0058,25.0058,25.0058,308900,15482068,2.2751,10.0088,50.12,0.8826,1754200000,N/A,7016800000,35000000,0,140000000,129.1765,20.7812,30.0382,226.4076,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-06-10,25.0058,27.5053,27.5053,27.5053,27.5053,162000,8931060,2.4996,9.996,55.13,0.4629,1929550000,N/A,7718200000,35000000,0,140000000,142.089,22.8584,33.0408,249.0393,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-06-11,27.5053,30.2544,30.2544,30.2544,30.2544,32800,1988992,2.749,9.9946,60.64,0.0937,2122400000,N/A,8489600000,35000000,0,140000000,156.2902,25.143,36.3431,273.9297,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-06-12,30.2544,33.2778,33.2778,33.2778,33.2778,32420,2162414,3.0234,9.9934,66.7,0.0926,2334500000,N/A,9338000000,35000000,0,140000000,171.9089,27.6557,39.975,301.3046,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-06-15,33.2778,36.6056,36.6056,36.6056,36.6056,1560450,114490216.5,3.3278,10,73.37,4.4584,2567950000,N/A,10271800000,35000000,0,140000000,189.0998,30.4213,43.9725,331.435,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-06-16,36.6056,34.9242,40.2577,34.0362,38.4267,19903085,1496373404.3,1.8211,4.9748,75.183,56.866,2695700000,N/A,10782800000,35000000,0,140000000,198.5071,31.9346,46.1601,347.9232,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-06-17,38.4267,34.9242,36.421,34.585,34.6249,11091958,774065029,-3.8018,-9.8935,69.7861,31.6913,2429000000,N/A,9716000000,35000000,0,140000000,178.8678,28.7752,41.5932,313.5013,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-06-18,34.6249,34.8245,34.8394,31.1624,31.1624,8743928,569133439,-3.4625,-10,65.089,24.9827,2186100000,N/A,8744400000,35000000,0,140000000,160.981,25.8977,37.4339,282.1512,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-06-19,31.1624,29.526,30.1696,28.0442,28.0442,6581360,379969224.5,-3.1182,-10.0064,57.7341,18.8039,1967350000,N/A,7869400000,35000000,0,140000000,144.8726,23.3062,33.6881,253.918,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-06-23,28.0442,27.9394,30.8481,27.9394,30.8481,7062579,423419620.5,2.8039,9.9982,59.9525,20.1788,2164050000,N/A,8656200000,35000000,0,140000000,159.3573,25.6364,37.0563,279.3053,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-06-24,30.8481,31.7312,32.9136,28.4433,29.8752,9954343,607869691.7,-0.9729,-3.1538,61.0658,28.441,2095800000,N/A,8383200000,35000000,0,140000000,154.3314,24.8279,35.8876,270.4965,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-06-25,29.8752,28.9522,30.7683,28.0492,28.3884,4974008,295662923.3,-1.4868,-4.9766,59.4416,14.2115,1991500000,N/A,7966000000,35000000,0,140000000,146.6509,23.5923,34.1016,257.0349,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-06-26,28.3884,26.8418,27.3806,25.5496,25.5496,4044329,210546791.6,-2.8388,-10,52.0598,11.5552,1792350000,N/A,7169400000,35000000,0,140000000,131.9858,21.2331,30.6915,231.3314,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-06-29,25.5496,25.6893,25.6943,22.9951,22.9951,5458793,255556922,-2.5545,-9.998,46.8156,15.5966,1613150000,N/A,6452600000,35000000,0,140000000,118.7898,19.1102,27.6229,208.2028,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-06-30,22.9951,21.9973,25.0956,20.6951,24.4969,6360552,291922584.1,1.5017,6.5307,45.8958,18.173,1718500000,N/A,6874000000,35000000,0,140000000,126.5476,20.3582,29.4269,221.7999,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-07-01,24.4969,23.4591,25.4847,22.0472,22.0472,4529934,219508739.6,-2.4497,-10,48.4574,12.9427,1546650000,N/A,6186600000,35000000,0,140000000,113.8929,18.3224,26.4842,199.6199,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-07-02,22.0472,21.6979,21.8426,19.842,19.842,3914948,161237784.2,-2.2052,-10.0023,41.1852,11.1856,1391950000,N/A,5567800000,35000000,0,140000000,102.501,16.4898,23.8352,179.6534,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-07-03,19.842,19.1335,20.7949,17.8563,17.8563,5975466,226671815.9,-1.9857,-10.0075,37.9337,17.0728,1252650000,N/A,5010600000,35000000,0,140000000,92.2432,14.8395,21.4499,161.6745,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-07-06,17.8563,19.6424,19.6424,16.115,17.2127,4765534,174540475.6,-0.6436,-3.6044,36.6256,13.6158,1207500000,N/A,4830000000,35000000,0,140000000,88.9184,14.3047,20.6767,155.8472,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-07-07,17.2127,16.0552,16.9632,15.4914,15.4914,1320600,41986156,-1.7213,-10,31.7932,3.7731,1086750000,N/A,4347000000,35000000,0,140000000,80.0266,12.8742,18.6091,140.2625,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-07-08,15.4914,13.9448,14.7081,13.9448,13.9448,5483125,155105450.1,-1.5466,-9.9839,28.2878,15.6661,978250000,N/A,3913000000,35000000,0,140000000,72.0368,11.5889,16.7512,126.2588,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-07-09,13.9448,13.9697,15.3417,13.9697,15.3417,4053710,122494234.6,1.397,10.0179,30.2178,11.582,1076250000,N/A,4305000000,35000000,0,140000000,79.2534,12.7498,18.4293,138.9073,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-07-10,15.3417,16.8734,16.8784,16.3396,16.8784,1280877,43148011.7,1.5367,10.0163,33.6863,3.6596,1184050000,N/A,4736200000,35000000,0,140000000,87.1916,14.0269,20.2752,152.8206,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-07-13,16.8784,18.5647,18.5647,18.5647,18.5647,817904,30434207.8,1.6863,9.9911,37.21,2.3369,1302350000,N/A,5209400000,35000000,0,140000000,95.903,15.4283,22.3009,168.0891,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-07-14,18.5647,19.9467,20.4207,19.4478,20.4207,6023521,244311617.8,1.856,9.9973,40.5596,17.2101,1432550000,N/A,5730200000,35000000,0,140000000,105.4907,16.9707,24.5304,184.8935,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-07-15,20.4207,20.1712,20.1712,18.3801,18.3801,4923495,187101047,-2.0406,-9.9927,38.0017,14.0671,1289400000,N/A,5157600000,35000000,0,140000000,94.9494,15.2749,22.0792,166.4177,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-07-16,18.3801,16.599,19.802,16.599,18.7892,3478074,129083962.9,0.4091,2.2258,37.1136,9.9374,1318100000,N/A,5272400000,35000000,0,140000000,97.0628,15.6149,22.5706,170.1219,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-07-17,18.7892,18.7094,20.6702,18.7094,20.6702,3210795,129348308.4,1.8809,10.0106,40.2854,9.1737,1450050000,N/A,5800200000,35000000,0,140000000,106.7794,17.178,24.8301,187.1521,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-07-20,20.6702,22.4413,22.7357,20.6702,22.7357,8210486,364211776.5,2.0655,9.9928,44.3593,23.4585,1594950000,N/A,6379800000,35000000,0,140000000,117.4496,18.8946,27.3113,205.8538,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-07-21,22.7357,23.3893,23.3893,21.8526,22.3964,6432178,290946663.3,-0.3393,-1.4922,45.233,18.3777,1571150000,N/A,6284600000,35000000,0,140000000,115.697,18.6126,26.9037,202.782,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-07-22,22.3964,21.9524,23.1747,21.8825,22.6608,4467703,201869189.4,0.2644,1.1807,45.1841,12.7649,1589700000,N/A,6358800000,35000000,0,140000000,117.063,18.8324,27.2214,205.1762,
300455.SZ,øµÕÿ∫ÏÕ‚,2015-07-23,22.6608,22.601,24.9259,22.2168,24.9259,7433809,357571673.2,2.2651,9.9956,48.1007,21.2395,1748600000,N/A,6994400000,35000000,0,140000000,128.7642,20.7148,29.9423,225.6848,
