代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
300376.SZ,易事特,2014-01-27,N/A,3.8939,4.6734,3.8939,4.6734,662586,17260620.7,N/A,N/A,26.0504,2.9593,593335000,N/A,2370425000,22390000,0,89450000,14.9612,3.1036,1.7587,39.1608,
300376.SZ,易事特,2014-01-28,4.6734,5.1408,5.1408,5.1408,5.1408,451700,13167055,0.4673,10,29.15,2.0174,652668500,N/A,2607467500,22390000,0,89450000,16.4573,3.414,1.9345,43.0769,
300376.SZ,易事特,2014-01-29,5.1408,5.6557,5.6557,5.6557,5.6557,436896,14011254.7,0.515,10.0172,32.07,1.9513,718047300,N/A,2868661500,22390000,0,89450000,18.1059,3.756,2.1283,47.392,
300376.SZ,易事特,2014-01-30,5.6557,6.2218,6.2218,6.2218,6.2218,2123108,74903250.2,0.5661,10.0094,35.28,9.4824,789919200,N/A,3155796000,22390000,0,89450000,19.9182,4.1319,2.3413,52.1356,
300376.SZ,易事特,2014-02-07,6.2218,6.2218,6.2218,6.2218,6.2218,N/A,N/A,0,0,N/A,N/A,789919200,N/A,3155796000,22390000,0,89450000,19.9182,4.1319,2.3413,52.1356,
300376.SZ,易事特,2014-02-10,6.2218,6.8444,6.8444,6.8444,6.8444,254770,9887623.7,0.6225,10.0057,38.81,1.1379,868955900,N/A,3471554500,22390000,0,89450000,21.9111,4.5454,2.5756,57.3521,
300376.SZ,易事特,2014-02-11,6.8444,7.5286,7.5286,7.5286,7.5286,169977,7256318.1,0.6843,9.9974,42.69,0.7592,955829100,N/A,3818620500,22390000,0,89450000,24.1017,4.9998,2.8331,63.0858,
300376.SZ,易事特,2014-02-12,7.5286,8.2817,8.2817,8.2817,8.2817,122034,5730716.6,0.753,10.0023,46.96,0.545,1051434400,N/A,4200572000,22390000,0,89450000,26.5124,5.4999,3.1165,69.3959,
300376.SZ,易事特,2014-02-13,8.2817,8.2817,8.2817,8.2817,8.2817,N/A,N/A,0,0,N/A,N/A,1051434400,N/A,4200572000,22390000,0,89450000,26.5124,5.4999,3.1165,69.3959,
300376.SZ,易事特,2014-02-14,8.2817,8.2817,8.2817,8.2817,8.2817,N/A,N/A,0,0,N/A,N/A,1051434400,N/A,4200572000,22390000,0,89450000,26.5124,5.4999,3.1165,69.3959,
