����,���,����,ǰ���̼�(Ԫ),���̼�(Ԫ),��߼�(Ԫ),��ͼ�(Ԫ),���̼�(Ԫ),�ɽ���(��),�ɽ����(Ԫ),�ǵ�(Ԫ),�ǵ���(%),����(Ԫ),������(%),A����ͨ��ֵ(Ԫ),B����ͨ��ֵ(Ԫ),����ֵ(Ԫ),A����ͨ�ɱ�(��),B����ͨ�ɱ�(��),�ܹɱ�(��),��ӯ��,�о���,������,������,
300377.SZ,Ӯʱʤ,2014-02-27,10.561,10.5066,10.5858,9.5044,9.5044,3706442,149059771.5,-1.0566,-10.0047,40.2164,26.7613,531978500,N/A,2125993500,13850000,0,55350000,52.6792,10.6995,12.6391,236.4039,
300377.SZ,Ӯʱʤ,2014-02-28,9.5044,9.4772,9.8954,9.3065,9.8088,2644044,103136025.8,0.3044,3.2023,39.0069,19.0906,549014000,N/A,2194074000,13850000,0,55350000,54.3662,11.0421,13.0438,243.9742,
300377.SZ,Ӯʱʤ,2014-03-03,9.8088,9.7494,10.7887,9.69,10.707,3715874,155158205.6,0.8982,9.1574,41.7555,26.8294,599289500,N/A,2394994500,13850000,0,55350000,59.3447,12.0533,14.2383,266.3159,
300377.SZ,Ӯʱʤ,2014-03-04,10.707,10.3952,11.0262,10.0958,10.4571,3427611,145343627.7,-0.2499,-2.3342,42.4038,24.7481,585301000,N/A,2339091000,13850000,0,55350000,57.9595,11.7719,13.906,260.0996,
300377.SZ,Ӯʱʤ,2014-03-05,10.4571,10.2443,10.811,10.1453,10.4794,2578132,109673354.4,0.0223,0.213,42.5399,18.6147,586547500,N/A,2344072500,13850000,0,55350000,58.0829,11.797,13.9356,260.6536,
300377.SZ,Ӯʱʤ,2014-03-06,10.4794,10.3878,11.5285,9.9969,11.5285,4796759,212979951.1,1.0492,10.0118,44.4008,34.6336,645271500,N/A,2578756500,13850000,0,55350000,63.8981,12.9781,15.3308,286.7497,
300377.SZ,Ӯʱʤ,2014-03-07,11.5285,11.8304,12.0977,10.9124,11.0114,4914959,226961580.7,-0.5172,-4.4859,46.1777,35.4871,616325000,N/A,2463075000,13850000,0,55350000,61.0317,12.3959,14.6431,273.8863,
300377.SZ,Ӯʱʤ,2014-03-10,11.0114,10.6402,10.7293,10.2394,10.3062,2481173,104747421.5,-0.7052,-6.4045,42.2169,17.9146,576852500,N/A,2305327500,13850000,0,55350000,57.1229,11.602,13.7052,256.3452,
300377.SZ,Ӯʱʤ,2014-03-11,10.3062,10.3581,11.3157,10.2517,11.1252,3537948,153602974.5,0.819,7.9472,43.4158,25.5448,622696000,N/A,2488536000,13850000,0,55350000,61.6625,12.524,14.7944,276.7175,
300377.SZ,Ӯʱʤ,2014-03-12,11.1252,11.1376,12.2387,10.6526,12.2387,5422252,251992912.9,1.1135,10.0089,46.4738,39.1498,685021000,N/A,2737611000,13850000,0,55350000,67.8343,13.7776,16.2752,304.4138,
300377.SZ,Ӯʱʤ,2014-03-13,12.2387,11.8428,12.4045,11.5879,11.6894,3911787,188327870.6,-0.5493,-4.4885,48.1437,28.2439,654274000,N/A,2614734000,13850000,0,55350000,64.7896,13.1592,15.5447,290.7503,
300377.SZ,Ӯʱʤ,2014-03-14,11.6894,11.4939,12.3699,11.3034,11.8131,4083776,196569872,0.1237,1.0584,48.1343,29.4857,661199000,N/A,2642409000,13850000,0,55350000,65.4753,13.2984,15.7092,293.8277,
300377.SZ,Ӯʱʤ,2014-03-17,11.8131,11.4593,11.6597,11.2118,11.6053,2722610,125795059.9,-0.2079,-1.7595,46.2038,19.6578,649565000,N/A,2595915000,13850000,0,55350000,64.3233,13.0645,15.4328,288.6577,
300377.SZ,Ӯʱʤ,2014-03-18,11.6053,11.531,12.4713,11.385,11.9344,3553250,172023273.6,0.3291,2.8358,48.4129,25.6552,667985500,N/A,2669530500,13850000,0,55350000,66.1473,13.4349,15.8704,296.8435,
300377.SZ,Ӯʱʤ,2014-03-19,11.9344,11.635,12.0061,11.3826,11.8972,2590175,122421232.4,-0.0371,-0.311,47.2637,18.7016,665908000,N/A,2661228000,13850000,0,55350000,65.9416,13.3932,15.8211,295.9203,
300377.SZ,Ӯʱʤ,2014-03-20,11.8972,11.7611,11.9517,10.9965,11.0386,2755294,127456378.3,-0.8586,-7.2171,46.2587,19.8938,617848500,N/A,2469163500,13850000,0,55350000,61.1825,12.4265,14.6793,274.5633,
300377.SZ,Ӯʱʤ,2014-03-21,11.0386,10.759,11.3776,10.6427,11.0436,1683969,74710494.4,0.0049,0.0448,44.3657,12.1586,618125500,N/A,2470270500,13850000,0,55350000,61.21,12.4321,14.6858,274.6864,
300377.SZ,Ӯʱʤ,2014-03-24,11.0436,10.905,11.0807,10.1602,10.18,2049201,87237794.5,-0.8636,-7.8199,42.5716,14.7957,569789000,N/A,2277099000,13850000,0,55350000,56.4234,11.4599,13.5374,253.2063,
300377.SZ,Ӯʱʤ,2014-03-25,10.18,10.0736,10.4917,10.0736,10.3928,943570,39311350.8,0.2128,2.0904,41.6624,6.8128,581700000,N/A,2324700000,13850000,0,55350000,57.6029,11.6995,13.8204,258.4994,
300377.SZ,Ӯʱʤ,2014-03-26,10.3928,10.3433,10.4967,10.1033,10.1701,997838,41611906.2,-0.2227,-2.1429,41.7021,7.2046,569235000,N/A,2274885000,13850000,0,55350000,56.3686,11.4488,13.5243,252.9601,
300377.SZ,Ӯʱʤ,2014-03-27,10.1701,10.0983,10.2394,9.5267,9.5416,1293669,51320414.3,-0.6285,-6.18,39.6704,9.3406,534056000,N/A,2134296000,13850000,0,55350000,52.885,10.7413,12.6885,237.3271,
300377.SZ,Ӯʱʤ,2014-03-28,9.5416,9.4277,9.9721,9.2793,9.6257,1376789,53524333.7,0.0841,0.8817,38.8762,9.9407,538765000,N/A,2153115000,13850000,0,55350000,53.3513,10.836,12.8003,239.4197,
300377.SZ,Ӯʱʤ,2014-03-31,9.6257,9.3906,9.6257,9.1209,9.3683,1236787,46661885.7,-0.2573,-2.6735,37.7283,8.9299,524361000,N/A,2095551000,13850000,0,55350000,51.9249,10.5463,12.4581,233.0188,
300377.SZ,Ӯʱʤ,2014-04-01,9.3683,9.2842,9.7247,9.2842,9.648,894153,34608750.7,0.2796,2.9847,38.7056,6.456,540011500,N/A,2158096500,13850000,0,55350000,53.4747,10.861,12.83,239.9736,
300377.SZ,Ӯʱʤ,2014-04-02,9.648,9.6974,9.7939,9.1605,9.5688,1115923,42513188.2,-0.0792,-0.8207,38.0969,8.0572,535579500,N/A,2140384500,13850000,0,55350000,53.0358,10.7719,12.7247,238.0041,
300377.SZ,Ӯʱʤ,2014-04-03,9.5688,9.4896,9.7692,9.3485,9.6232,1056797,41023738,0.0544,0.5689,38.8189,7.6303,538626500,N/A,2152561500,13850000,0,55350000,53.3376,10.8332,12.7971,239.3582,
300377.SZ,Ӯʱʤ,2014-04-04,9.6232,9.742,10.4423,9.6232,10.1231,1756690,71611823,0.4998,5.1941,40.7652,12.6837,566603500,N/A,2264368500,13850000,0,55350000,56.108,11.3959,13.4617,251.7907,
300377.SZ,Ӯʱʤ,2014-04-08,10.1231,10.0216,10.3185,9.9474,10.2394,1558638,64168462.3,0.1163,1.1489,41.1696,11.2537,573113000,N/A,2290383000,13850000,0,55350000,56.7526,11.5268,13.6164,254.6835,
300377.SZ,Ӯʱʤ,2014-04-09,10.2394,10.0216,10.2196,9.8236,10.1206,1999758,80699237.6,-0.1188,-1.16,40.3545,14.4387,566465000,N/A,2263815000,13850000,0,55350000,56.0943,11.3931,13.4585,251.7292,
300377.SZ,Ӯʱʤ,2014-04-10,10.1206,10.0488,10.2765,9.8286,9.8632,1617835,66115412.1,-0.2573,-2.5428,40.8666,11.6811,552061000,N/A,2206251000,13850000,0,55350000,54.6679,11.1034,13.1162,245.3282,
300377.SZ,Ӯʱʤ,2014-04-11,9.8632,9.6207,9.7073,9.3139,9.445,1708020,65435081.1,-0.4182,-4.2398,38.3105,12.3323,528654500,N/A,2112709500,13850000,0,55350000,52.3501,10.6326,12.5601,234.9267,
300377.SZ,Ӯʱʤ,2014-04-14,9.445,9.4005,9.4822,9.158,9.2867,920410,34626954,-0.1584,-1.6767,37.6212,6.6456,519790500,N/A,2077285500,13850000,0,55350000,51.4723,10.4543,12.3495,230.9877,
300377.SZ,Ӯʱʤ,2014-04-15,9.2867,9.2867,9.403,9.2619,9.304,659226,24831895.1,0.0173,0.1865,37.6683,4.7598,520760000,N/A,2081160000,13850000,0,55350000,51.5683,10.4738,12.3726,231.4185,
300377.SZ,Ӯʱʤ,2014-04-16,9.304,9.2372,9.2892,8.9897,9.0318,811555,29933539.3,-0.2722,-2.9255,36.8842,5.8596,505525000,N/A,2020275000,13850000,0,55350000,50.0597,10.1674,12.0106,224.6483,
300377.SZ,Ӯʱʤ,2014-04-17,9.0318,9.0442,9.2669,8.9848,9.1209,727863,26872541.3,0.0891,0.9863,36.9198,5.2553,510511000,N/A,2040201000,13850000,0,55350000,50.5534,10.2677,12.1291,226.864,
300377.SZ,Ӯʱʤ,2014-04-18,9.1209,9.1234,9.2916,9.0689,9.2174,557301,20698384.4,0.0965,1.0581,37.1404,4.0238,515912500,N/A,2061787500,13850000,0,55350000,51.0883,10.3763,12.2574,229.2644,
300377.SZ,Ӯʱʤ,2014-04-21,9.2174,9.0689,9.4648,9.0689,9.2669,1005878,37968318.4,0.0495,0.5369,37.7464,7.2627,518682500,N/A,2072857500,13850000,0,55350000,51.3626,10.4321,12.3232,230.4953,
300377.SZ,Ӯʱʤ,2014-04-22,9.2669,9.2496,9.5119,9.0318,9.1159,801900,29974373.6,-0.1509,-1.6288,37.3792,5.7899,510234000,N/A,2039094000,13850000,0,55350000,50.526,10.2621,12.1225,226.7409,
300377.SZ,Ӯʱʤ,2014-04-23,9.1159,8.9452,9.2372,8.9452,9.0194,489332,17954630.7,-0.0965,-1.0586,36.6921,3.5331,504832500,N/A,2017507500,13850000,0,55350000,49.9911,10.1535,11.9942,224.3406,
300377.SZ,Ӯʱʤ,2014-04-24,9.0194,9.0219,9.0813,8.6656,8.7176,650812,23226994.2,-0.3019,-3.3471,35.6893,4.699,487935500,N/A,1949980500,13850000,0,55350000,48.3179,9.8137,11.5927,216.8318,
300377.SZ,Ӯʱʤ,2014-04-25,8.7176,8.4652,8.6359,7.9678,8.0074,1255104,42313593,-0.7102,-8.1465,33.7132,9.0621,448186000,N/A,1791126000,13850000,0,55350000,44.3817,9.0142,10.6483,199.1676,
300377.SZ,Ӯʱʤ,2014-04-28,8.0074,8.0099,8.0099,7.7451,7.802,781996,24797052,-0.2054,-2.5649,31.7099,5.6462,436690500,N/A,1745185500,13850000,0,55350000,43.2433,8.783,10.3752,194.0592,
300377.SZ,Ӯʱʤ,2014-04-29,7.802,7.7995,7.9752,7.7946,7.9752,409859,13089671.3,0.1732,2.2201,31.937,2.9593,446385500,N/A,1783930500,13850000,0,55350000,44.2034,8.978,10.6055,198.3675,
300377.SZ,Ӯʱʤ,2014-04-30,7.9752,7.995,8.0321,7.8861,7.9628,391569,12589565.6,-0.0124,-0.1551,32.1516,2.8272,445693000,N/A,1781163000,13850000,0,55350000,44.1348,8.9641,10.5891,198.0598,
300377.SZ,Ӯʱʤ,2014-05-05,7.9628,7.9678,8.1385,7.9183,8.1385,512098,16670588.8,0.1757,2.2063,32.5535,3.6975,455526500,N/A,1820461500,13850000,0,55350000,45.1086,9.1618,10.8227,202.4297,
300377.SZ,Ӯʱʤ,2014-05-06,8.1385,8.1163,8.6631,8.0321,8.5468,1097921,37618482.7,0.4083,5.0167,34.2634,7.9272,478379000,N/A,1911789000,13850000,0,55350000,47.3715,9.6215,11.3657,212.585,
300377.SZ,Ӯʱʤ,2014-05-07,8.5468,8.4726,8.6631,8.3093,8.5443,1127700,38776753.7,-0.0025,-0.029,34.3857,8.1422,478240500,N/A,1911235500,13850000,0,55350000,47.3578,9.6187,11.3624,212.5235,
300377.SZ,Ӯʱʤ,2014-05-08,8.5443,8.4404,8.4924,8.2721,8.3018,649408,21998977.4,-0.2425,-2.8381,33.8754,4.6889,464667500,N/A,1856992500,13850000,0,55350000,46.0138,9.3457,11.0399,206.4918,
300377.SZ,Ӯʱʤ,2014-05-09,8.3018,8.2425,8.3687,7.9925,8.0024,430603,14178643.8,-0.2994,-3.6066,32.9274,3.109,447909000,N/A,1790019000,13850000,0,55350000,44.3542,9.0086,10.6417,199.0446,
300377.SZ,Ӯʱʤ,2014-05-12,8.0024,8.1707,8.2746,8.0618,8.2548,390435,12911198.2,0.2524,3.154,33.0688,2.819,462036000,N/A,1846476000,13850000,0,55350000,45.7532,9.2928,10.9774,205.3224,
300377.SZ,Ӯʱʤ,2014-05-13,8.2548,8.2548,8.4998,8.1855,8.3216,383120,12934039.6,0.0668,0.8094,33.7598,2.7662,465775500,N/A,1861420500,13850000,0,55350000,46.1235,9.368,11.0662,206.9842,
300377.SZ,Ӯʱʤ,2014-05-14,8.3216,8.3018,8.4825,8.2524,8.4379,489792,16603588.9,0.1163,1.3976,33.8993,3.5364,472285000,N/A,1887435000,13850000,0,55350000,46.7681,9.4989,11.2209,209.8769,
300377.SZ,Ӯʱʤ,2014-05-15,8.4379,8.3687,8.6557,8.3687,8.4008,782228,26966775.1,-0.0371,-0.4399,34.4743,5.6479,470207500,N/A,1879132500,13850000,0,55350000,46.5624,9.4571,11.1715,208.9537,
300377.SZ,Ӯʱʤ,2014-05-16,8.4008,8.4157,8.4305,8.0173,8.1633,586189,19421138,-0.2375,-2.8277,33.1312,4.2324,456911500,N/A,1825996500,13850000,0,55350000,45.2457,9.1897,10.8556,203.0451,
300377.SZ,Ӯʱʤ,2014-05-19,8.1633,8.0915,8.1905,7.9975,8.141,262868,8613533.1,-0.0223,-0.2728,32.7675,1.898,455665000,N/A,1821015000,13850000,0,55350000,45.1223,9.1646,10.826,202.4912,
300377.SZ,Ӯʱʤ,2014-05-20,8.141,8.4429,8.9551,8.4429,8.9551,3273430,117833587.1,0.8141,10,35.997,23.6349,501231500,N/A,2003116500,13850000,0,55350000,49.6345,10.0811,11.9086,222.7403,
300377.SZ,Ӯʱʤ,2014-05-21,8.9551,8.8561,9.2001,8.6755,9.1555,2716111,97514673.6,0.2004,2.2382,35.9023,19.6109,512450000,N/A,2047950000,13850000,0,55350000,50.7454,10.3067,12.1751,227.7257,
300377.SZ,Ӯʱʤ,2014-05-22,9.1555,9.0862,9.0862,8.7844,8.8413,1646148,59564801,-0.3143,-3.4324,36.1844,11.8855,494860500,N/A,1977655500,13850000,0,55350000,49.0036,9.9529,11.7572,219.9091,
300377.SZ,Ӯʱʤ,2014-05-23,8.8413,8.8091,9.3807,8.7844,9.2743,1995388,73482228.2,0.433,4.8978,36.826,14.4071,519098000,N/A,2074518000,13850000,0,55350000,51.4037,10.4404,12.3331,230.6799,
300377.SZ,Ӯʱʤ,2014-05-26,9.2743,9.252,9.3782,9.1654,9.3139,1352713,50814440.6,0.0396,0.4269,37.5648,9.7669,521314000,N/A,2083374000,13850000,0,55350000,51.6232,10.485,12.3857,231.6647,
300377.SZ,Ӯʱʤ,2014-05-27,9.3139,9.205,9.3956,9.1555,9.2817,828144,30932481.6,-0.0322,-0.3454,37.3516,5.9794,519513500,N/A,2076178500,13850000,0,55350000,51.4449,10.4488,12.343,230.8646,
300377.SZ,Ӯʱʤ,2014-05-28,9.2817,9.2817,9.7742,9.205,9.5613,1412479,54527958.6,0.2796,3.0125,38.6044,10.1984,535164000,N/A,2138724000,13850000,0,55350000,52.9947,10.7635,12.7148,237.8195,
300377.SZ,Ӯʱʤ,2014-05-29,9.5613,9.4277,9.6257,9.4005,9.4475,1161231,44522595,-0.1138,-1.1905,38.3409,8.3843,528793000,N/A,2113263000,13850000,0,55350000,52.3638,10.6354,12.5634,234.9883,
300377.SZ,Ӯʱʤ,2014-05-30,9.4475,9.4401,9.502,9.2793,9.3584,922577,34944116.1,-0.0891,-0.9429,37.8766,6.6612,523807000,N/A,2093337000,13850000,0,55350000,51.8701,10.5351,12.445,232.7726,
300377.SZ,Ӯʱʤ,2014-06-03,9.3584,9.3287,9.351,9.21,9.3362,624018,23389143.3,-0.0223,-0.238,37.4815,4.5055,522560500,N/A,2088355500,13850000,0,55350000,51.7466,10.5101,12.4153,232.2186,
300377.SZ,Ӯʱʤ,2014-06-04,9.3362,9.3411,10.269,9.2743,9.4624,4125724,163845886.8,0.1262,1.3517,39.7132,29.7886,529624000,N/A,2116584000,13850000,0,55350000,52.4461,10.6521,12.5832,235.3576,
300377.SZ,Ӯʱʤ,2014-06-05,9.4624,9.1555,9.257,9.0368,9.252,2729423,100723879.5,-0.2103,-2.2228,36.903,19.707,517851500,N/A,2069536500,13850000,0,55350000,51.2803,10.4153,12.3035,230.126,
300377.SZ,Ӯʱʤ,2014-06-06,9.252,9.1828,9.4723,9.158,9.3287,1743574,65442620,0.0767,0.8291,37.5336,12.589,522145000,N/A,2086695000,13850000,0,55350000,51.7055,10.5017,12.4055,232.034,
300377.SZ,Ӯʱʤ,2014-06-09,9.3287,9.2817,9.3263,8.9996,9.0046,950911,34986315.9,-0.3242,-3.4748,36.7924,6.8658,504001500,N/A,2014186500,13850000,0,55350000,49.9088,10.1368,11.9744,223.9713,
300377.SZ,Ӯʱʤ,2014-06-10,9.0046,8.9947,9.2743,8.8833,9.2421,1209716,44680956.9,0.2375,2.6381,36.9351,8.7344,517297500,N/A,2067322500,13850000,0,55350000,51.2254,10.4042,12.2903,229.8798,
300377.SZ,Ӯʱʤ,2014-06-11,9.2421,9.2223,9.252,9.0764,9.1729,781620,28948047.1,-0.0693,-0.7497,37.036,5.6435,513419500,N/A,2051824500,13850000,0,55350000,50.8414,10.3262,12.1982,228.1565,
300377.SZ,Ӯʱʤ,2014-06-12,9.1729,9.205,9.4401,9.1605,9.2941,1224982,46079424.1,0.1212,1.3218,37.6164,8.8446,520206000,N/A,2078946000,13850000,0,55350000,51.5135,10.4627,12.3594,231.1723,
300377.SZ,Ӯʱʤ,2014-06-13,9.2941,9.304,9.5242,9.205,9.4302,1302800,49391201.6,0.1361,1.4643,37.9116,9.4065,527823500,N/A,2109388500,13850000,0,55350000,52.2678,10.6159,12.5404,234.5574,
300377.SZ,Ӯʱʤ,2014-06-16,9.4302,9.4302,9.7643,9.3634,9.6702,1615481,62784895.2,0.24,2.5453,38.8645,11.6641,541258000,N/A,2163078000,13850000,0,55350000,53.5981,10.8861,12.8596,240.5275,
300377.SZ,Ӯʱʤ,2014-06-17,9.6702,9.6504,9.6974,9.4648,9.5193,952603,36757495.6,-0.1509,-1.5609,38.5864,6.878,532809500,N/A,2129314500,13850000,0,55350000,52.7615,10.7162,12.6588,236.7731,
300377.SZ,Ӯʱʤ,2014-06-18,9.5193,9.5143,9.666,9.2108,9.2233,921781,34992171.5,-0.296,-3.1095,37.9615,6.6555,513558000,N/A,2052378000,13850000,0,55350000,50.8551,10.329,12.2015,228.218,
300377.SZ,Ӯʱʤ,2014-06-19,9.2233,9.2283,9.2855,8.3875,8.5567,1528396,54375545.8,-0.6666,-7.2276,35.5769,11.0354,476440000,N/A,1904040000,13850000,0,55350000,47.1795,9.5825,11.3196,211.7233,
300377.SZ,Ӯʱʤ,2014-06-20,8.5567,8.5094,9.0268,8.5069,8.9198,913778,32350311.3,0.3632,4.2442,35.4028,6.5977,496661000,N/A,1984851000,13850000,0,55350000,49.1819,9.9892,11.8,220.7093,
300377.SZ,Ӯʱʤ,2014-06-23,8.9198,8.9298,9.5989,8.875,9.4024,1835365,69259095.4,0.4826,5.4099,37.7359,13.2517,523530000,N/A,2092230000,13850000,0,55350000,51.8426,10.5296,12.4384,232.6495,
300377.SZ,Ӯʱʤ,2014-06-24,9.4024,9.3949,9.5765,9.3526,9.5044,1292021,49308300.8,0.102,1.0847,38.1637,9.3287,529208500,N/A,2114923500,13850000,0,55350000,52.4049,10.6438,12.5733,235.1729,
300377.SZ,Ӯʱʤ,2014-06-25,9.5044,9.4621,9.962,9.4471,9.7357,1926279,75220717.2,0.2313,2.4339,39.0498,13.9082,542089000,N/A,2166399000,13850000,0,55350000,53.6804,10.9028,12.8793,240.8968,
300377.SZ,Ӯʱʤ,2014-06-26,9.7357,9.8128,10.6933,9.8103,10.4968,3461501,144873148.7,0.7611,7.8181,41.8527,24.9928,584470000,N/A,2335770000,13850000,0,55350000,57.8772,11.7552,13.8862,259.7304,
300377.SZ,Ӯʱʤ,2014-06-27,10.4968,10.5516,10.7729,10.3824,10.3924,2685906,113796230.9,-0.1045,-0.9953,42.3679,19.3928,578653000,N/A,2312523000,13850000,0,55350000,57.3012,11.6382,13.748,257.1454,
300377.SZ,Ӯʱʤ,2014-06-30,10.3924,10.365,11.2629,10.273,10.5516,2846435,123070560.6,0.1592,1.5318,43.2367,20.5519,587517000,N/A,2347947000,13850000,0,55350000,58.1789,11.8165,13.9586,261.0844,
300377.SZ,Ӯʱʤ,2014-07-01,10.5516,10.5715,10.8824,10.3998,10.8202,2063828,88432519.4,0.2686,2.546,42.8488,14.9013,602475000,N/A,2407725000,13850000,0,55350000,59.6602,12.1173,14.314,267.7315,
300377.SZ,Ӯʱʤ,2014-07-02,10.8202,10.6958,10.8923,10.1735,10.6336,2616731,110816815,-0.1866,-1.7241,42.3493,18.8934,592087500,N/A,2366212500,13850000,0,55350000,58.6315,11.9084,14.0672,263.1155,
300377.SZ,Ӯʱʤ,2014-07-03,10.6336,10.4869,10.6535,10.2953,10.3277,1390451,58378365.4,-0.306,-2.8772,41.9852,10.0394,575052000,N/A,2298132000,13850000,0,55350000,56.9446,11.5658,13.6625,255.5451,
300377.SZ,Ӯʱʤ,2014-07-04,10.3277,11.36,11.36,11.36,11.36,724759,33099743.5,1.0323,9.9952,45.67,5.2329,632529500,N/A,2527834500,13850000,0,55350000,62.6363,12.7218,15.0281,281.0873,
300377.SZ,Ӯʱʤ,2014-07-07,11.36,11.9395,12.2803,11.549,11.8599,4688517,224675022.4,0.5,4.4011,47.9203,33.8521,660368000,N/A,2639088000,13850000,0,55350000,65.393,13.2817,15.6895,293.4584,
300377.SZ,Ӯʱʤ,2014-07-08,11.8599,11.8624,12.243,11.5664,11.9122,3115854,148900280.8,0.0522,0.4404,47.788,22.4971,663276500,N/A,2650711500,13850000,0,55350000,65.681,13.3402,15.7586,294.7509,
300377.SZ,Ӯʱʤ,2014-07-09,11.9122,11.9122,12.039,11.3251,11.3276,2560173,120120433.4,-0.5845,-4.9071,46.9189,18.485,630729000,N/A,2520639000,13850000,0,55350000,62.458,12.6856,14.9853,280.2872,
300377.SZ,Ӯʱʤ,2014-07-10,11.3276,11.3376,11.7654,11.2928,11.4371,1953844,90578355.2,0.1094,0.9662,46.3591,14.1072,636823000,N/A,2544993000,13850000,0,55350000,63.0615,12.8082,15.1301,282.9953,
