¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
002551.SZ,…–»Ÿ“Ω¡∆,2011-02-25,N/A,10.9217,11.5696,10.8847,11.1087,14603821,879973976.3,N/A,N/A,60.2564,88.508,990165000,N/A,4920820000,16500000,0,82000000,106.068,17.875,18.2229,111.4468,
002551.SZ,…–»Ÿ“Ω¡∆,2011-02-28,11.1087,10.7366,11.0698,10.4775,10.7662,6963277,405449895.2,-0.3425,-3.0828,58.2269,42.2017,959640000,N/A,4769120000,16500000,0,82000000,102.7981,17.3239,17.6611,108.0111,
002551.SZ,…–»Ÿ“Ω¡∆,2011-03-01,10.7662,10.8477,10.918,10.4034,10.4349,3852874,222206500.9,-0.3314,-3.0777,57.6729,23.3508,930105000,N/A,4622340000,16500000,0,82000000,99.6343,16.7908,17.1175,104.6868,
002551.SZ,…–»Ÿ“Ω¡∆,2011-03-02,10.4349,10.2738,10.4589,9.8666,9.9721,3469497,188265817.4,-0.4628,-4.435,54.2631,21.0273,888855000,N/A,4417340000,16500000,0,82000000,95.2155,16.0461,16.3584,100.044,
002551.SZ,…–»Ÿ“Ω¡∆,2011-03-03,9.9721,9.974,10.0869,9.8666,9.9332,2125520,114378778.8,-0.0389,-0.3898,53.8121,12.8819,885390000,N/A,4400120000,16500000,0,82000000,94.8444,15.9835,16.2946,99.654,
002551.SZ,…–»Ÿ“Ω¡∆,2011-03-04,9.9332,9.9036,10.1517,9.6259,10.0887,1608557,86223362.9,0.1555,1.5654,53.6029,9.7488,899250000,N/A,4469000000,16500000,0,82000000,96.3291,16.2337,16.5497,101.214,
002551.SZ,…–»Ÿ“Ω¡∆,2011-03-07,10.0887,10.0887,10.5034,10.0517,10.4145,2579199,143841251.1,0.3258,3.2294,55.7697,15.6315,928290000,N/A,4613320000,16500000,0,82000000,99.4399,16.758,17.0841,104.4825,
002551.SZ,…–»Ÿ“Ω¡∆,2011-03-08,10.4145,10.3701,10.5959,10.2202,10.4293,1601599,90527377.7,0.0148,0.1422,56.5231,9.7067,929610000,N/A,4619880000,16500000,0,82000000,99.5813,16.7818,17.1084,104.6311,
002551.SZ,…–»Ÿ“Ω¡∆,2011-03-09,10.4293,10.4219,10.8699,10.3349,10.6959,1671177,96214492,0.2666,2.5559,57.5729,10.1283,953370000,N/A,4737960000,16500000,0,82000000,102.1265,17.2107,17.5457,107.3054,
002551.SZ,…–»Ÿ“Ω¡∆,2011-03-10,10.6959,10.7459,11.3827,10.6811,10.9162,2412491,144805072.2,0.2203,2.0595,60.0231,14.6212,973005000,N/A,4835540000,16500000,0,82000000,104.2298,17.5652,17.9071,109.5154,
